"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"26.10.2022 07:00 - 26.10.2022 07:15","0","0","n/e","917","917","n/e","1705","1705","n/e"
"26.10.2022 07:15 - 26.10.2022 07:30","0","0","n/e","923","923","n/e","1702","1702","n/e"
"26.10.2022 07:30 - 26.10.2022 07:45","0","0","n/e","928","928","n/e","1699","1699","n/e"
"26.10.2022 07:45 - 26.10.2022 08:00","0","0","n/e","933","933","n/e","1696","1696","n/e"
"26.10.2022 08:00 - 26.10.2022 08:15","0","0","n/e","938","938","n/e","1694","1694","n/e"
"26.10.2022 08:15 - 26.10.2022 08:30","12","12","n/e","936","936","n/e","1700","1700","n/e"
"26.10.2022 08:30 - 26.10.2022 08:45","28","28","n/e","928","928","n/e","1718","1718","n/e"
"26.10.2022 08:45 - 26.10.2022 09:00","41","41","n/e","920","920","n/e","1732","1732","n/e"
"26.10.2022 09:00 - 26.10.2022 09:15","51","51","n/e","912","912","n/e","1748","1748","n/e"
"26.10.2022 09:15 - 26.10.2022 09:30","429","429","n/e","903","903","n/e","1767","1767","n/e"
"26.10.2022 09:30 - 26.10.2022 09:45","806","806","n/e","895","895","n/e","1797","1797","n/e"
"26.10.2022 09:45 - 26.10.2022 10:00","1181","1181","n/e","886","886","n/e","1824","1824","n/e"
"26.10.2022 10:00 - 26.10.2022 10:15","1557","1557","n/e","878","878","n/e","1851","1851","n/e"
"26.10.2022 10:15 - 26.10.2022 10:30","1794","1794","n/e","867","867","n/e","1880","1880","n/e"
"26.10.2022 10:30 - 26.10.2022 10:45","2030","2030","n/e","855","855","n/e","1911","1911","n/e"
"26.10.2022 10:45 - 26.10.2022 11:00","2269","2269","n/e","843","843","n/e","1942","1942","n/e"
"26.10.2022 11:00 - 26.10.2022 11:15","2506","2506","n/e","831","831","n/e","1971","1971","n/e"
"26.10.2022 11:15 - 26.10.2022 11:30","2562","2562","n/e","836","836","n/e","1971","1971","n/e"
"26.10.2022 11:30 - 26.10.2022 11:45","2616","2616","n/e","856","856","n/e","1939","1939","n/e"
"26.10.2022 11:45 - 26.10.2022 12:00","2671","2671","n/e","877","877","n/e","1904","1904","n/e"
"26.10.2022 12:00 - 26.10.2022 12:15","2723","2723","n/e","898","898","n/e","1869","1869","n/e"
"26.10.2022 12:15 - 26.10.2022 12:30","2827","2827","n/e","921","921","n/e","1844","1844","n/e"
"26.10.2022 12:30 - 26.10.2022 12:45","2931","2931","n/e","947","947","n/e","1827","1827","n/e"
"26.10.2022 12:45 - 26.10.2022 13:00","3034","3034","n/e","972","972","n/e","1805","1805","n/e"
"26.10.2022 13:00 - 26.10.2022 13:15","3141","3141","n/e","998","998","n/e","1786","1786","n/e"
"26.10.2022 13:15 - 26.10.2022 13:30","3167","3167","n/e","1020","1020","n/e","1771","1771","n/e"
"26.10.2022 13:30 - 26.10.2022 13:45","3195","3195","n/e","1039","1039","n/e","1758","1758","n/e"
"26.10.2022 13:45 - 26.10.2022 14:00","3226","3226","n/e","1058","1058","n/e","1745","1745","n/e"
"26.10.2022 14:00 - 26.10.2022 14:15","3255","3255","n/e","1077","1077","n/e","1733","1733","n/e"
"26.10.2022 14:15 - 26.10.2022 14:30","3058","3058","n/e","1085","1085","n/e","1718","1718","n/e"
"26.10.2022 14:30 - 26.10.2022 14:45","2862","2862","n/e","1083","1083","n/e","1704","1704","n/e"
"26.10.2022 14:45 - 26.10.2022 15:00","2666","2666","n/e","1081","1081","n/e","1690","1690","n/e"
"26.10.2022 15:00 - 26.10.2022 15:15","2469","2469","n/e","1079","1079","n/e","1674","1674","n/e"
"26.10.2022 15:15 - 26.10.2022 15:30","2368","2368","n/e","1071","1071","n/e","1661","1661","n/e"
"26.10.2022 15:30 - 26.10.2022 15:45","2268","2268","n/e","1058","1058","n/e","1651","1651","n/e"
"26.10.2022 15:45 - 26.10.2022 16:00","2169","2169","n/e","1044","1044","n/e","1639","1639","n/e"
"26.10.2022 16:00 - 26.10.2022 16:15","2070","2070","n/e","1031","1031","n/e","1629","1629","n/e"
"26.10.2022 16:15 - 26.10.2022 16:30","1924","1924","n/e","1021","1021","n/e","1619","1619","n/e"
"26.10.2022 16:30 - 26.10.2022 16:45","1779","1779","n/e","1014","1014","n/e","1612","1612","n/e"
"26.10.2022 16:45 - 26.10.2022 17:00","1632","1632","n/e","1007","1007","n/e","1605","1605","n/e"
"26.10.2022 17:00 - 26.10.2022 17:15","1487","1487","n/e","1000","1000","n/e","1600","1600","n/e"
"26.10.2022 17:15 - 26.10.2022 17:30","1341","1341","n/e","997","997","n/e","1606","1606","n/e"
"26.10.2022 17:30 - 26.10.2022 17:45","1192","1192","n/e","998","998","n/e","1626","1626","n/e"
"26.10.2022 17:45 - 26.10.2022 18:00","1045","1045","n/e","1000","1000","n/e","1646","1646","n/e"
"26.10.2022 18:00 - 26.10.2022 18:15","897","897","n/e","1001","1001","n/e","1665","1665","n/e"
"26.10.2022 18:15 - 26.10.2022 18:30","674","674","n/e","996","996","n/e","1685","1685","n/e"
"26.10.2022 18:30 - 26.10.2022 18:45","455","455","n/e","985","985","n/e","1705","1705","n/e"
"26.10.2022 18:45 - 26.10.2022 19:00","231","231","n/e","975","975","n/e","1728","1728","n/e"
"26.10.2022 19:00 - 26.10.2022 19:15","9","9","n/e","964","964","n/e","1749","1749","n/e"
"26.10.2022 19:15 - 26.10.2022 19:30","5","5","n/e","957","957","n/e","1775","1775","n/e"
"26.10.2022 19:30 - 26.10.2022 19:45","4","4","n/e","952","952","n/e","1805","1805","n/e"
"26.10.2022 19:45 - 26.10.2022 20:00","1","1","n/e","947","947","n/e","1833","1833","n/e"
"26.10.2022 20:00 - 26.10.2022 20:15","0","0","n/e","943","943","n/e","1863","1863","n/e"
"26.10.2022 20:15 - 26.10.2022 20:30","0","0","n/e","944","944","n/e","1879","1879","n/e"
"26.10.2022 20:30 - 26.10.2022 20:45","0","0","n/e","950","950","n/e","1879","1879","n/e"
"26.10.2022 20:45 - 26.10.2022 21:00","0","0","n/e","956","956","n/e","1883","1883","n/e"
"26.10.2022 21:00 - 26.10.2022 21:15","0","0","n/e","963","963","n/e","1882","1882","n/e"
"26.10.2022 21:15 - 26.10.2022 21:30","0","0","n/e","971","971","n/e","1883","1883","n/e"
"26.10.2022 21:30 - 26.10.2022 21:45","0","0","n/e","982","982","n/e","1886","1886","n/e"
"26.10.2022 21:45 - 26.10.2022 22:00","0","0","n/e","992","992","n/e","1888","1888","n/e"
"26.10.2022 22:00 - 26.10.2022 22:15","0","0","n/e","1003","1003","n/e","1894","1894","n/e"
"26.10.2022 22:15 - 26.10.2022 22:30","0","0","n/e","1015","1015","n/e","1893","1893","n/e"
"26.10.2022 22:30 - 26.10.2022 22:45","0","0","n/e","1029","1029","n/e","1893","1893","n/e"
"26.10.2022 22:45 - 26.10.2022 23:00","0","0","n/e","1043","1043","n/e","1894","1894","n/e"
"26.10.2022 23:00 - 26.10.2022 23:15","0","0","n/e","1056","1056","n/e","1893","1893","n/e"
"26.10.2022 23:15 - 26.10.2022 23:30","0","0","n/e","1061","1061","n/e","1877","1877","n/e"
"26.10.2022 23:30 - 26.10.2022 23:45","0","0","n/e","1056","1056","n/e","1848","1848","n/e"
"26.10.2022 23:45 - 27.10.2022 00:00","0","0","n/e","1050","1050","n/e","1818","1818","n/e"
"27.10.2022 00:00 - 27.10.2022 00:15","0","0","n/e","620","620","n/e","1911","1911","n/e"
"27.10.2022 00:15 - 27.10.2022 00:30","0","0","n/e","612","612","n/e","1834","1834","n/e"
"27.10.2022 00:30 - 27.10.2022 00:45","0","0","n/e","606","606","n/e","1760","1760","n/e"
"27.10.2022 00:45 - 27.10.2022 01:00","0","0","n/e","600","600","n/e","1685","1685","n/e"
"27.10.2022 01:00 - 27.10.2022 01:15","0","0","n/e","594","594","n/e","1611","1611","n/e"
"27.10.2022 01:15 - 27.10.2022 01:30","0","0","n/e","594","594","n/e","1537","1537","n/e"
"27.10.2022 01:30 - 27.10.2022 01:45","0","0","n/e","601","601","n/e","1461","1461","n/e"
"27.10.2022 01:45 - 27.10.2022 02:00","0","0","n/e","609","609","n/e","1386","1386","n/e"
"27.10.2022 02:00 - 27.10.2022 02:15","0","0","n/e","616","616","n/e","1312","1312","n/e"
"27.10.2022 02:15 - 27.10.2022 02:30","0","0","n/e","619","619","n/e","1284","1284","n/e"
"27.10.2022 02:30 - 27.10.2022 02:45","0","0","n/e","619","619","n/e","1302","1302","n/e"
"27.10.2022 02:45 - 27.10.2022 03:00","0","0","n/e","619","619","n/e","1322","1322","n/e"
"27.10.2022 03:00 - 27.10.2022 03:15","0","0","n/e","618","618","n/e","1339","1339","n/e"
"27.10.2022 03:15 - 27.10.2022 03:30","0","0","n/e","619","619","n/e","1359","1359","n/e"
"27.10.2022 03:30 - 27.10.2022 03:45","0","0","n/e","619","619","n/e","1378","1378","n/e"
"27.10.2022 03:45 - 27.10.2022 04:00","0","0","n/e","620","620","n/e","1393","1393","n/e"
"27.10.2022 04:00 - 27.10.2022 04:15","0","0","n/e","620","620","n/e","1410","1410","n/e"
"27.10.2022 04:15 - 27.10.2022 04:30","0","0","n/e","621","621","n/e","1429","1429","n/e"
"27.10.2022 04:30 - 27.10.2022 04:45","0","0","n/e","623","623","n/e","1447","1447","n/e"
"27.10.2022 04:45 - 27.10.2022 05:00","0","0","n/e","624","624","n/e","1466","1466","n/e"
"27.10.2022 05:00 - 27.10.2022 05:15","0","0","n/e","626","626","n/e","1485","1485","n/e"
"27.10.2022 05:15 - 27.10.2022 05:30","0","0","n/e","631","631","n/e","1497","1497","n/e"
"27.10.2022 05:30 - 27.10.2022 05:45","0","0","n/e","641","641","n/e","1501","1501","n/e"
"27.10.2022 05:45 - 27.10.2022 06:00","0","0","n/e","651","651","n/e","1507","1507","n/e"
"27.10.2022 06:00 - 27.10.2022 06:15","0","0","n/e","660","660","n/e","1514","1514","n/e"
"27.10.2022 06:15 - 27.10.2022 06:30","0","0","n/e","669","669","n/e","1517","1517","n/e"
"27.10.2022 06:30 - 27.10.2022 06:45","0","0","n/e","677","677","n/e","1520","1520","n/e"
"27.10.2022 06:45 - 27.10.2022 07:00","0","0","n/e","685","685","n/e","1521","1521","n/e"
"27.10.2022 07:00 - 27.10.2022 07:15","0","0","n/e","692","692","n/e","1524","1524","n/e"
"27.10.2022 07:15 - 27.10.2022 07:30","0","0","n/e","701","701","n/e","1523","1523","n/e"
"27.10.2022 07:30 - 27.10.2022 07:45","0","0","n/e","710","710","n/e","1526","1526","n/e"
"27.10.2022 07:45 - 27.10.2022 08:00","0","0","n/e","719","719","n/e","1527","1527","n/e"
"27.10.2022 08:00 - 27.10.2022 08:15","0","0","n/e","729","729","n/e","1527","1527","n/e"
"27.10.2022 08:15 - 27.10.2022 08:30","11","11","n/e","752","752","n/e","1559","1559","n/e"
"27.10.2022 08:30 - 27.10.2022 08:45","24","24","n/e","791","791","n/e","1621","1621","n/e"
"27.10.2022 08:45 - 27.10.2022 09:00","33","33","n/e","829","829","n/e","1686","1686","n/e"
"27.10.2022 09:00 - 27.10.2022 09:15","47","47","n/e","868","868","n/e","1748","1748","n/e"
"27.10.2022 09:15 - 27.10.2022 09:30","406","406","n/e","906","906","n/e","1817","1817","n/e"
"27.10.2022 09:30 - 27.10.2022 09:45","765","765","n/e","944","944","n/e","1891","1891","n/e"
"27.10.2022 09:45 - 27.10.2022 10:00","1129","1129","n/e","982","982","n/e","1965","1965","n/e"
"27.10.2022 10:00 - 27.10.2022 10:15","1488","1488","n/e","1020","1020","n/e","2042","2042","n/e"
"27.10.2022 10:15 - 27.10.2022 10:30","1720","1720","n/e","1054","1054","n/e","2119","2119","n/e"
"27.10.2022 10:30 - 27.10.2022 10:45","1951","1951","n/e","1085","1085","n/e","2201","2201","n/e"
"27.10.2022 10:45 - 27.10.2022 11:00","2185","2185","n/e","1116","1116","n/e","2282","2282","n/e"
"27.10.2022 11:00 - 27.10.2022 11:15","2417","2417","n/e","1148","1148","n/e","2363","2363","n/e"
"27.10.2022 11:15 - 27.10.2022 11:30","2493","2493","n/e","1147","1147","n/e","2362","2362","n/e"
"27.10.2022 11:30 - 27.10.2022 11:45","2574","2574","n/e","1115","1115","n/e","2276","2276","n/e"
"27.10.2022 11:45 - 27.10.2022 12:00","2655","2655","n/e","1083","1083","n/e","2191","2191","n/e"
"27.10.2022 12:00 - 27.10.2022 12:15","2733","2733","n/e","1051","1051","n/e","2106","2106","n/e"
"27.10.2022 12:15 - 27.10.2022 12:30","2840","2840","n/e","1015","1015","n/e","2031","2031","n/e"
"27.10.2022 12:30 - 27.10.2022 12:45","2944","2944","n/e","973","973","n/e","1962","1962","n/e"
"27.10.2022 12:45 - 27.10.2022 13:00","3051","3051","n/e","931","931","n/e","1896","1896","n/e"
"27.10.2022 13:00 - 27.10.2022 13:15","3155","3155","n/e","889","889","n/e","1829","1829","n/e"
"27.10.2022 13:15 - 27.10.2022 13:30","3187","3187","n/e","853","853","n/e","1764","1764","n/e"
"27.10.2022 13:30 - 27.10.2022 13:45","3216","3216","n/e","821","821","n/e","1707","1707","n/e"
"27.10.2022 13:45 - 27.10.2022 14:00","3247","3247","n/e","789","789","n/e","1650","1650","n/e"
"27.10.2022 14:00 - 27.10.2022 14:15","3275","3275","n/e","757","757","n/e","1593","1593","n/e"
"27.10.2022 14:15 - 27.10.2022 14:30","2972","2972","n/e","749","749","n/e","1596","1596","n/e"
"27.10.2022 14:30 - 27.10.2022 14:45","2668","2668","n/e","765","765","n/e","1661","1661","n/e"
"27.10.2022 14:45 - 27.10.2022 15:00","2364","2364","n/e","780","780","n/e","1729","1729","n/e"
"27.10.2022 15:00 - 27.10.2022 15:15","2060","2060","n/e","795","795","n/e","1795","1795","n/e"
"27.10.2022 15:15 - 27.10.2022 15:30","1969","1969","n/e","814","814","n/e","1865","1865","n/e"
"27.10.2022 15:30 - 27.10.2022 15:45","1883","1883","n/e","835","835","n/e","1933","1933","n/e"
"27.10.2022 15:45 - 27.10.2022 16:00","1793","1793","n/e","856","856","n/e","2003","2003","n/e"
"27.10.2022 16:00 - 27.10.2022 16:15","1705","1705","n/e","877","877","n/e","2074","2074","n/e"
"27.10.2022 16:15 - 27.10.2022 16:30","1579","1579","n/e","903","903","n/e","2146","2146","n/e"
"27.10.2022 16:30 - 27.10.2022 16:45","1450","1450","n/e","932","932","n/e","2222","2222","n/e"
"27.10.2022 16:45 - 27.10.2022 17:00","1325","1325","n/e","961","961","n/e","2300","2300","n/e"
"27.10.2022 17:00 - 27.10.2022 17:15","1197","1197","n/e","991","991","n/e","2376","2376","n/e"
"27.10.2022 17:15 - 27.10.2022 17:30","1011","1011","n/e","1008","1008","n/e","2408","2408","n/e"
"27.10.2022 17:30 - 27.10.2022 17:45","827","827","n/e","1013","1013","n/e","2396","2396","n/e"
"27.10.2022 17:45 - 27.10.2022 18:00","641","641","n/e","1018","1018","n/e","2387","2387","n/e"
"27.10.2022 18:00 - 27.10.2022 18:15","456","456","n/e","1023","1023","n/e","2373","2373","n/e"
"27.10.2022 18:15 - 27.10.2022 18:30","343","343","n/e","1022","1022","n/e","2359","2359","n/e"
"27.10.2022 18:30 - 27.10.2022 18:45","229","229","n/e","1016","1016","n/e","2342","2342","n/e"
"27.10.2022 18:45 - 27.10.2022 19:00","116","116","n/e","1011","1011","n/e","2325","2325","n/e"
"27.10.2022 19:00 - 27.10.2022 19:15","3","3","n/e","1005","1005","n/e","2308","2308","n/e"
"27.10.2022 19:15 - 27.10.2022 19:30","2","2","n/e","1000","1000","n/e","2290","2290","n/e"
"27.10.2022 19:30 - 27.10.2022 19:45","1","1","n/e","998","998","n/e","2273","2273","n/e"
"27.10.2022 19:45 - 27.10.2022 20:00","0","0","n/e","996","996","n/e","2255","2255","n/e"
"27.10.2022 20:00 - 27.10.2022 20:15","0","0","n/e","993","993","n/e","2238","2238","n/e"
"27.10.2022 20:15 - 27.10.2022 20:30","0","0","n/e","992","992","n/e","2225","2225","n/e"
"27.10.2022 20:30 - 27.10.2022 20:45","0","0","n/e","992","992","n/e","2221","2221","n/e"
"27.10.2022 20:45 - 27.10.2022 21:00","0","0","n/e","991","991","n/e","2215","2215","n/e"
"27.10.2022 21:00 - 27.10.2022 21:15","0","0","n/e","991","991","n/e","2209","2209","n/e"
"27.10.2022 21:15 - 27.10.2022 21:30","0","0","n/e","993","993","n/e","2203","2203","n/e"
"27.10.2022 21:30 - 27.10.2022 21:45","0","0","n/e","998","998","n/e","2197","2197","n/e"
"27.10.2022 21:45 - 27.10.2022 22:00","0","0","n/e","1003","1003","n/e","2191","2191","n/e"
"27.10.2022 22:00 - 27.10.2022 22:15","0","0","n/e","1008","1008","n/e","2183","2183","n/e"
"27.10.2022 22:15 - 27.10.2022 22:30","0","0","n/e","1015","1015","n/e","2173","2173","n/e"
"27.10.2022 22:30 - 27.10.2022 22:45","0","0","n/e","1024","1024","n/e","2159","2159","n/e"
"27.10.2022 22:45 - 27.10.2022 23:00","0","0","n/e","1033","1033","n/e","2148","2148","n/e"
"27.10.2022 23:00 - 27.10.2022 23:15","0","0","n/e","1043","1043","n/e","2135","2135","n/e"
"27.10.2022 23:15 - 27.10.2022 23:30","0","0","n/e","1042","1042","n/e","2111","2111","n/e"
"27.10.2022 23:30 - 27.10.2022 23:45","0","0","n/e","1031","1031","n/e","2072","2072","n/e"
"27.10.2022 23:45 - 28.10.2022 00:00","0","0","n/e","1020","1020","n/e","2034","2034","n/e"
"28.10.2022 00:00 - 28.10.2022 00:15","0","0","n/e","735","735","n/e","1929","1929","n/e"
"28.10.2022 00:15 - 28.10.2022 00:30","0","0","n/e","722","722","n/e","1895","1895","n/e"
"28.10.2022 00:30 - 28.10.2022 00:45","0","0","n/e","718","718","n/e","1863","1863","n/e"
"28.10.2022 00:45 - 28.10.2022 01:00","0","0","n/e","713","713","n/e","1831","1831","n/e"
"28.10.2022 01:00 - 28.10.2022 01:15","0","0","n/e","708","708","n/e","1797","1797","n/e"
"28.10.2022 01:15 - 28.10.2022 01:30","0","0","n/e","701","701","n/e","1760","1760","n/e"
"28.10.2022 01:30 - 28.10.2022 01:45","0","0","n/e","692","692","n/e","1719","1719","n/e"
"28.10.2022 01:45 - 28.10.2022 02:00","0","0","n/e","682","682","n/e","1681","1681","n/e"
"28.10.2022 02:00 - 28.10.2022 02:15","0","0","n/e","673","673","n/e","1636","1636","n/e"
"28.10.2022 02:15 - 28.10.2022 02:30","0","0","n/e","673","673","n/e","1626","1626","n/e"
"28.10.2022 02:30 - 28.10.2022 02:45","0","0","n/e","681","681","n/e","1646","1646","n/e"
"28.10.2022 02:45 - 28.10.2022 03:00","0","0","n/e","689","689","n/e","1663","1663","n/e"
"28.10.2022 03:00 - 28.10.2022 03:15","0","0","n/e","697","697","n/e","1680","1680","n/e"
"28.10.2022 03:15 - 28.10.2022 03:30","0","0","n/e","708","708","n/e","1699","1699","n/e"
"28.10.2022 03:30 - 28.10.2022 03:45","0","0","n/e","722","722","n/e","1719","1719","n/e"
"28.10.2022 03:45 - 28.10.2022 04:00","0","0","n/e","737","737","n/e","1738","1738","n/e"
"28.10.2022 04:00 - 28.10.2022 04:15","0","0","n/e","751","751","n/e","1754","1754","n/e"
"28.10.2022 04:15 - 28.10.2022 04:30","0","0","n/e","764","764","n/e","1774","1774","n/e"
"28.10.2022 04:30 - 28.10.2022 04:45","0","0","n/e","775","775","n/e","1791","1791","n/e"
"28.10.2022 04:45 - 28.10.2022 05:00","0","0","n/e","786","786","n/e","1808","1808","n/e"
"28.10.2022 05:00 - 28.10.2022 05:15","0","0","n/e","797","797","n/e","1825","1825","n/e"
"28.10.2022 05:15 - 28.10.2022 05:30","0","0","n/e","809","809","n/e","1838","1838","n/e"
"28.10.2022 05:30 - 28.10.2022 05:45","0","0","n/e","823","823","n/e","1849","1849","n/e"
"28.10.2022 05:45 - 28.10.2022 06:00","0","0","n/e","837","837","n/e","1858","1858","n/e"
"28.10.2022 06:00 - 28.10.2022 06:15","0","0","n/e","851","851","n/e","1869","1869","n/e"
"28.10.2022 06:15 - 28.10.2022 06:30","0","0","n/e","863","863","n/e","1877","1877","n/e"
"28.10.2022 06:30 - 28.10.2022 06:45","0","0","n/e","874","874","n/e","1884","1884","n/e"
"28.10.2022 06:45 - 28.10.2022 07:00","0","0","n/e","884","884","n/e","1891","1891","n/e"
"28.10.2022 07:00 - 28.10.2022 07:15","0","0","n/e","895","895","n/e","1900","1900","n/e"
"28.10.2022 07:15 - 28.10.2022 07:30","0","0","n/e","904","904","n/e","1909","1909","n/e"
"28.10.2022 07:30 - 28.10.2022 07:45","0","0","n/e","910","910","n/e","1915","1915","n/e"
"28.10.2022 07:45 - 28.10.2022 08:00","0","0","n/e","916","916","n/e","1922","1922","n/e"
"28.10.2022 08:00 - 28.10.2022 08:15","0","0","n/e","922","922","n/e","1929","1929","n/e"
"28.10.2022 08:15 - 28.10.2022 08:30","9","9","n/e","939","939","n/e","1959","1959","n/e"
"28.10.2022 08:30 - 28.10.2022 08:45","22","22","n/e","966","966","n/e","2015","2015","n/e"
"28.10.2022 08:45 - 28.10.2022 09:00","31","31","n/e","993","993","n/e","2066","2066","n/e"
"28.10.2022 09:00 - 28.10.2022 09:15","43","43","n/e","1021","1021","n/e","2122","2122","n/e"
"28.10.2022 09:15 - 28.10.2022 09:30","461","461","n/e","1049","1049","n/e","2177","2177","n/e"
"28.10.2022 09:30 - 28.10.2022 09:45","880","880","n/e","1078","1078","n/e","2235","2235","n/e"
"28.10.2022 09:45 - 28.10.2022 10:00","1299","1299","n/e","1108","1108","n/e","2292","2292","n/e"
"28.10.2022 10:00 - 28.10.2022 10:15","1717","1717","n/e","1137","1137","n/e","2349","2349","n/e"
"28.10.2022 10:15 - 28.10.2022 10:30","1979","1979","n/e","1164","1164","n/e","2407","2407","n/e"
"28.10.2022 10:30 - 28.10.2022 10:45","2238","2238","n/e","1187","1187","n/e","2470","2470","n/e"
"28.10.2022 10:45 - 28.10.2022 11:00","2500","2500","n/e","1211","1211","n/e","2532","2532","n/e"
"28.10.2022 11:00 - 28.10.2022 11:15","2759","2759","n/e","1234","1234","n/e","2593","2593","n/e"
"28.10.2022 11:15 - 28.10.2022 11:30","2829","2829","n/e","1237","1237","n/e","2590","2590","n/e"
"28.10.2022 11:30 - 28.10.2022 11:45","2898","2898","n/e","1220","1220","n/e","2519","2519","n/e"
"28.10.2022 11:45 - 28.10.2022 12:00","2967","2967","n/e","1203","1203","n/e","2450","2450","n/e"
"28.10.2022 12:00 - 28.10.2022 12:15","3036","3036","n/e","1186","1186","n/e","2379","2379","n/e"
"28.10.2022 12:15 - 28.10.2022 12:30","3149","3149","n/e","1172","1172","n/e","2310","2310","n/e"
"28.10.2022 12:30 - 28.10.2022 12:45","3264","3264","n/e","1159","1159","n/e","2247","2247","n/e"
"28.10.2022 12:45 - 28.10.2022 13:00","3377","3377","n/e","1147","1147","n/e","2182","2182","n/e"
"28.10.2022 13:00 - 28.10.2022 13:15","3491","3491","n/e","1135","1135","n/e","2116","2116","n/e"
"28.10.2022 13:15 - 28.10.2022 13:30","3523","3523","n/e","1118","1118","n/e","2053","2053","n/e"
"28.10.2022 13:30 - 28.10.2022 13:45","3555","3555","n/e","1095","1095","n/e","1996","1996","n/e"
"28.10.2022 13:45 - 28.10.2022 14:00","3586","3586","n/e","1073","1073","n/e","1937","1937","n/e"
"28.10.2022 14:00 - 28.10.2022 14:15","3620","3620","n/e","1051","1051","n/e","1882","1882","n/e"
"28.10.2022 14:15 - 28.10.2022 14:30","3459","3459","n/e","1063","1063","n/e","1887","1887","n/e"
"28.10.2022 14:30 - 28.10.2022 14:45","3296","3296","n/e","1109","1109","n/e","1956","1956","n/e"
"28.10.2022 14:45 - 28.10.2022 15:00","3133","3133","n/e","1155","1155","n/e","2025","2025","n/e"
"28.10.2022 15:00 - 28.10.2022 15:15","2973","2973","n/e","1201","1201","n/e","2095","2095","n/e"
"28.10.2022 15:15 - 28.10.2022 15:30","2851","2851","n/e","1241","1241","n/e","2165","2165","n/e"
"28.10.2022 15:30 - 28.10.2022 15:45","2731","2731","n/e","1275","1275","n/e","2238","2238","n/e"
"28.10.2022 15:45 - 28.10.2022 16:00","2609","2609","n/e","1309","1309","n/e","2311","2311","n/e"
"28.10.2022 16:00 - 28.10.2022 16:15","2489","2489","n/e","1342","1342","n/e","2382","2382","n/e"
"28.10.2022 16:15 - 28.10.2022 16:30","2313","2313","n/e","1368","1368","n/e","2456","2456","n/e"
"28.10.2022 16:30 - 28.10.2022 16:45","2137","2137","n/e","1385","1385","n/e","2533","2533","n/e"
"28.10.2022 16:45 - 28.10.2022 17:00","1961","1961","n/e","1401","1401","n/e","2609","2609","n/e"
"28.10.2022 17:00 - 28.10.2022 17:15","1785","1785","n/e","1418","1418","n/e","2686","2686","n/e"
"28.10.2022 17:15 - 28.10.2022 17:30","1471","1471","n/e","1425","1425","n/e","2719","2719","n/e"
"28.10.2022 17:30 - 28.10.2022 17:45","1160","1160","n/e","1420","1420","n/e","2706","2706","n/e"
"28.10.2022 17:45 - 28.10.2022 18:00","845","845","n/e","1416","1416","n/e","2692","2692","n/e"
"28.10.2022 18:00 - 28.10.2022 18:15","532","532","n/e","1411","1411","n/e","2682","2682","n/e"
"28.10.2022 18:15 - 28.10.2022 18:30","402","402","n/e","1405","1405","n/e","2666","2666","n/e"
"28.10.2022 18:30 - 28.10.2022 18:45","267","267","n/e","1399","1399","n/e","2648","2648","n/e"
"28.10.2022 18:45 - 28.10.2022 19:00","132","132","n/e","1392","1392","n/e","2632","2632","n/e"
"28.10.2022 19:00 - 28.10.2022 19:15","1","1","n/e","1386","1386","n/e","2614","2614","n/e"
"28.10.2022 19:15 - 28.10.2022 19:30","1","1","n/e","1374","1374","n/e","2593","2593","n/e"
"28.10.2022 19:30 - 28.10.2022 19:45","0","0","n/e","1357","1357","n/e","2572","2572","n/e"
"28.10.2022 19:45 - 28.10.2022 20:00","0","0","n/e","1339","1339","n/e","2551","2551","n/e"
"28.10.2022 20:00 - 28.10.2022 20:15","0","0","n/e","1322","1322","n/e","2526","2526","n/e"
"28.10.2022 20:15 - 28.10.2022 20:30","0","0","n/e","1280","1280","n/e","2460","2460","n/e"
"28.10.2022 20:30 - 28.10.2022 20:45","0","0","n/e","1215","1215","n/e","2345","2345","n/e"
"28.10.2022 20:45 - 28.10.2022 21:00","0","0","n/e","1149","1149","n/e","2231","2231","n/e"
"28.10.2022 21:00 - 28.10.2022 21:15","0","0","n/e","1083","1083","n/e","2115","2115","n/e"
"28.10.2022 21:15 - 28.10.2022 21:30","0","0","n/e","1017","1017","n/e","2004","2004","n/e"
"28.10.2022 21:30 - 28.10.2022 21:45","0","0","n/e","950","950","n/e","1892","1892","n/e"
"28.10.2022 21:45 - 28.10.2022 22:00","0","0","n/e","884","884","n/e","1779","1779","n/e"
"28.10.2022 22:00 - 28.10.2022 22:15","0","0","n/e","817","817","n/e","1668","1668","n/e"
"28.10.2022 22:15 - 28.10.2022 22:30","0","0","n/e","746","746","n/e","1563","1563","n/e"
"28.10.2022 22:30 - 28.10.2022 22:45","0","0","n/e","670","670","n/e","1464","1464","n/e"
"28.10.2022 22:45 - 28.10.2022 23:00","0","0","n/e","594","594","n/e","1363","1363","n/e"
