"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"24.02.2022 05:15 - 24.02.2022 05:30","0","0","n/e","1435","1435","n/e","3820","3820","n/e"
"24.02.2022 05:30 - 24.02.2022 05:45","0","0","n/e","1435","1435","n/e","3784","3784","n/e"
"24.02.2022 05:45 - 24.02.2022 06:00","0","0","n/e","1434","1434","n/e","3749","3749","n/e"
"24.02.2022 06:00 - 24.02.2022 06:15","0","0","n/e","1433","1433","n/e","3712","3712","n/e"
"24.02.2022 06:15 - 24.02.2022 06:30","0","0","n/e","1432","1432","n/e","3674","3674","n/e"
"24.02.2022 06:30 - 24.02.2022 06:45","0","0","n/e","1431","1431","n/e","3640","3640","n/e"
"24.02.2022 06:45 - 24.02.2022 07:00","0","0","n/e","1429","1429","n/e","3605","3605","n/e"
"24.02.2022 07:00 - 24.02.2022 07:15","0","0","n/e","1428","1428","n/e","3571","3571","n/e"
"24.02.2022 07:15 - 24.02.2022 07:30","1","1","n/e","1428","1428","n/e","3554","3554","n/e"
"24.02.2022 07:30 - 24.02.2022 07:45","5","5","n/e","1428","1428","n/e","3554","3554","n/e"
"24.02.2022 07:45 - 24.02.2022 08:00","8","8","n/e","1427","1427","n/e","3555","3555","n/e"
"24.02.2022 08:00 - 24.02.2022 08:15","9","9","n/e","1427","1427","n/e","3555","3555","n/e"
"24.02.2022 08:15 - 24.02.2022 08:30","121","121","n/e","1427","1427","n/e","3558","3558","n/e"
"24.02.2022 08:30 - 24.02.2022 08:45","233","233","n/e","1427","1427","n/e","3557","3557","n/e"
"24.02.2022 08:45 - 24.02.2022 09:00","344","344","n/e","1427","1427","n/e","3557","3557","n/e"
"24.02.2022 09:00 - 24.02.2022 09:15","455","455","n/e","1426","1426","n/e","3555","3555","n/e"
"24.02.2022 09:15 - 24.02.2022 09:30","563","563","n/e","1425","1425","n/e","3556","3556","n/e"
"24.02.2022 09:30 - 24.02.2022 09:45","670","670","n/e","1424","1424","n/e","3560","3560","n/e"
"24.02.2022 09:45 - 24.02.2022 10:00","781","781","n/e","1422","1422","n/e","3563","3563","n/e"
"24.02.2022 10:00 - 24.02.2022 10:15","889","889","n/e","1421","1421","n/e","3567","3567","n/e"
"24.02.2022 10:15 - 24.02.2022 10:30","958","958","n/e","1419","1419","n/e","3570","3570","n/e"
"24.02.2022 10:30 - 24.02.2022 10:45","1024","1024","n/e","1417","1417","n/e","3579","3579","n/e"
"24.02.2022 10:45 - 24.02.2022 11:00","1091","1091","n/e","1414","1414","n/e","3590","3590","n/e"
"24.02.2022 11:00 - 24.02.2022 11:15","1159","1159","n/e","1412","1412","n/e","3597","3597","n/e"
"24.02.2022 11:15 - 24.02.2022 11:30","1221","1221","n/e","1406","1406","n/e","3597","3597","n/e"
"24.02.2022 11:30 - 24.02.2022 11:45","1284","1284","n/e","1396","1396","n/e","3587","3587","n/e"
"24.02.2022 11:45 - 24.02.2022 12:00","1347","1347","n/e","1386","1386","n/e","3578","3578","n/e"
"24.02.2022 12:00 - 24.02.2022 12:15","1412","1412","n/e","1376","1376","n/e","3568","3568","n/e"
"24.02.2022 12:15 - 24.02.2022 12:30","1443","1443","n/e","1363","1363","n/e","3567","3567","n/e"
"24.02.2022 12:30 - 24.02.2022 12:45","1475","1475","n/e","1347","1347","n/e","3574","3574","n/e"
"24.02.2022 12:45 - 24.02.2022 13:00","1504","1504","n/e","1331","1331","n/e","3581","3581","n/e"
"24.02.2022 13:00 - 24.02.2022 13:15","1535","1535","n/e","1314","1314","n/e","3586","3586","n/e"
"24.02.2022 13:15 - 24.02.2022 13:30","1288","1288","n/e","1314","1314","n/e","3593","3593","n/e"
"24.02.2022 13:30 - 24.02.2022 13:45","1044","1044","n/e","1331","1331","n/e","3596","3596","n/e"
"24.02.2022 13:45 - 24.02.2022 14:00","795","795","n/e","1347","1347","n/e","3601","3601","n/e"
"24.02.2022 14:00 - 24.02.2022 14:15","550","550","n/e","1363","1363","n/e","3605","3605","n/e"
"24.02.2022 14:15 - 24.02.2022 14:30","533","533","n/e","1376","1376","n/e","3619","3619","n/e"
"24.02.2022 14:30 - 24.02.2022 14:45","517","517","n/e","1384","1384","n/e","3645","3645","n/e"
"24.02.2022 14:45 - 24.02.2022 15:00","503","503","n/e","1392","1392","n/e","3670","3670","n/e"
"24.02.2022 15:00 - 24.02.2022 15:15","486","486","n/e","1399","1399","n/e","3695","3695","n/e"
"24.02.2022 15:15 - 24.02.2022 15:30","457","457","n/e","1407","1407","n/e","3713","3713","n/e"
"24.02.2022 15:30 - 24.02.2022 15:45","433","433","n/e","1413","1413","n/e","3723","3723","n/e"
"24.02.2022 15:45 - 24.02.2022 16:00","403","403","n/e","1419","1419","n/e","3732","3732","n/e"
"24.02.2022 16:00 - 24.02.2022 16:15","375","375","n/e","1426","1426","n/e","3742","3742","n/e"
"24.02.2022 16:15 - 24.02.2022 16:30","517","517","n/e","1431","1431","n/e","3764","3764","n/e"
"24.02.2022 16:30 - 24.02.2022 16:45","659","659","n/e","1436","1436","n/e","3794","3794","n/e"
"24.02.2022 16:45 - 24.02.2022 17:00","799","799","n/e","1441","1441","n/e","3826","3826","n/e"
"24.02.2022 17:00 - 24.02.2022 17:15","941","941","n/e","1445","1445","n/e","3858","3858","n/e"
"24.02.2022 17:15 - 24.02.2022 17:30","786","786","n/e","1447","1447","n/e","3883","3883","n/e"
"24.02.2022 17:30 - 24.02.2022 17:45","629","629","n/e","1446","1446","n/e","3906","3906","n/e"
"24.02.2022 17:45 - 24.02.2022 18:00","475","475","n/e","1444","1444","n/e","3928","3928","n/e"
"24.02.2022 18:00 - 24.02.2022 18:15","316","316","n/e","1443","1443","n/e","3950","3950","n/e"
"24.02.2022 18:15 - 24.02.2022 18:30","239","239","n/e","1442","1442","n/e","3964","3964","n/e"
"24.02.2022 18:30 - 24.02.2022 18:45","159","159","n/e","1441","1441","n/e","3972","3972","n/e"
"24.02.2022 18:45 - 24.02.2022 19:00","78","78","n/e","1440","1440","n/e","3976","3976","n/e"
"24.02.2022 19:00 - 24.02.2022 19:15","1","1","n/e","1440","1440","n/e","3981","3981","n/e"
"24.02.2022 19:15 - 24.02.2022 19:30","0","0","n/e","1439","1439","n/e","3977","3977","n/e"
"24.02.2022 19:30 - 24.02.2022 19:45","0","0","n/e","1439","1439","n/e","3961","3961","n/e"
"24.02.2022 19:45 - 24.02.2022 20:00","0","0","n/e","1438","1438","n/e","3947","3947","n/e"
"24.02.2022 20:00 - 24.02.2022 20:15","0","0","n/e","1438","1438","n/e","3932","3932","n/e"
"24.02.2022 20:15 - 24.02.2022 20:30","0","0","n/e","1437","1437","n/e","3915","3915","n/e"
"24.02.2022 20:30 - 24.02.2022 20:45","0","0","n/e","1438","1438","n/e","3895","3895","n/e"
"24.02.2022 20:45 - 24.02.2022 21:00","0","0","n/e","1438","1438","n/e","3877","3877","n/e"
"24.02.2022 21:00 - 24.02.2022 21:15","0","0","n/e","1438","1438","n/e","3856","3856","n/e"
"24.02.2022 21:15 - 24.02.2022 21:30","0","0","n/e","1438","1438","n/e","3835","3835","n/e"
"24.02.2022 21:30 - 24.02.2022 21:45","0","0","n/e","1439","1439","n/e","3806","3806","n/e"
"24.02.2022 21:45 - 24.02.2022 22:00","0","0","n/e","1440","1440","n/e","3779","3779","n/e"
"24.02.2022 22:00 - 24.02.2022 22:15","0","0","n/e","1441","1441","n/e","3750","3750","n/e"
"24.02.2022 22:15 - 24.02.2022 22:30","0","0","n/e","1442","1442","n/e","3752","3752","n/e"
"24.02.2022 22:30 - 24.02.2022 22:45","0","0","n/e","1442","1442","n/e","3776","3776","n/e"
"24.02.2022 22:45 - 24.02.2022 23:00","0","0","n/e","1442","1442","n/e","3802","3802","n/e"
"24.02.2022 23:00 - 24.02.2022 23:15","0","0","n/e","1442","1442","n/e","3829","3829","n/e"
"24.02.2022 23:15 - 24.02.2022 23:30","0","0","n/e","1442","1442","n/e","3846","3846","n/e"
"24.02.2022 23:30 - 24.02.2022 23:45","0","0","n/e","1441","1441","n/e","3860","3860","n/e"
"24.02.2022 23:45 - 25.02.2022 00:00","0","0","n/e","1440","1440","n/e","3873","3873","n/e"
"25.02.2022 00:00 - 25.02.2022 00:15","0","0","n/e","1430","1430","n/e","3957","3957","n/e"
"25.02.2022 00:15 - 25.02.2022 00:30","0","0","n/e","1432","1432","n/e","3966","3966","n/e"
"25.02.2022 00:30 - 25.02.2022 00:45","0","0","n/e","1435","1435","n/e","3980","3980","n/e"
"25.02.2022 00:45 - 25.02.2022 01:00","0","0","n/e","1439","1439","n/e","3995","3995","n/e"
"25.02.2022 01:00 - 25.02.2022 01:15","0","0","n/e","1443","1443","n/e","4011","4011","n/e"
"25.02.2022 01:15 - 25.02.2022 01:30","0","0","n/e","1445","1445","n/e","4038","4038","n/e"
"25.02.2022 01:30 - 25.02.2022 01:45","0","0","n/e","1444","1444","n/e","4074","4074","n/e"
"25.02.2022 01:45 - 25.02.2022 02:00","0","0","n/e","1443","1443","n/e","4111","4111","n/e"
"25.02.2022 02:00 - 25.02.2022 02:15","0","0","n/e","1443","1443","n/e","4150","4150","n/e"
"25.02.2022 02:15 - 25.02.2022 02:30","0","0","n/e","1442","1442","n/e","4187","4187","n/e"
"25.02.2022 02:30 - 25.02.2022 02:45","0","0","n/e","1441","1441","n/e","4223","4223","n/e"
"25.02.2022 02:45 - 25.02.2022 03:00","0","0","n/e","1440","1440","n/e","4260","4260","n/e"
"25.02.2022 03:00 - 25.02.2022 03:15","0","0","n/e","1440","1440","n/e","4295","4295","n/e"
"25.02.2022 03:15 - 25.02.2022 03:30","0","0","n/e","1438","1438","n/e","4329","4329","n/e"
"25.02.2022 03:30 - 25.02.2022 03:45","0","0","n/e","1436","1436","n/e","4364","4364","n/e"
"25.02.2022 03:45 - 25.02.2022 04:00","0","0","n/e","1434","1434","n/e","4397","4397","n/e"
"25.02.2022 04:00 - 25.02.2022 04:15","0","0","n/e","1432","1432","n/e","4429","4429","n/e"
"25.02.2022 04:15 - 25.02.2022 04:30","0","0","n/e","1432","1432","n/e","4446","4446","n/e"
"25.02.2022 04:30 - 25.02.2022 04:45","0","0","n/e","1434","1434","n/e","4450","4450","n/e"
"25.02.2022 04:45 - 25.02.2022 05:00","0","0","n/e","1437","1437","n/e","4452","4452","n/e"
"25.02.2022 05:00 - 25.02.2022 05:15","0","0","n/e","1439","1439","n/e","4453","4453","n/e"
"25.02.2022 05:15 - 25.02.2022 05:30","0","0","n/e","1440","1440","n/e","4439","4439","n/e"
"25.02.2022 05:30 - 25.02.2022 05:45","0","0","n/e","1442","1442","n/e","4407","4407","n/e"
"25.02.2022 05:45 - 25.02.2022 06:00","0","0","n/e","1444","1444","n/e","4373","4373","n/e"
"25.02.2022 06:00 - 25.02.2022 06:15","0","0","n/e","1445","1445","n/e","4341","4341","n/e"
"25.02.2022 06:15 - 25.02.2022 06:30","0","0","n/e","1446","1446","n/e","4315","4315","n/e"
"25.02.2022 06:30 - 25.02.2022 06:45","0","0","n/e","1448","1448","n/e","4298","4298","n/e"
"25.02.2022 06:45 - 25.02.2022 07:00","0","0","n/e","1449","1449","n/e","4280","4280","n/e"
"25.02.2022 07:00 - 25.02.2022 07:15","0","0","n/e","1450","1450","n/e","4263","4263","n/e"
"25.02.2022 07:15 - 25.02.2022 07:30","5","5","n/e","1449","1449","n/e","4236","4236","n/e"
"25.02.2022 07:30 - 25.02.2022 07:45","13","13","n/e","1446","1446","n/e","4200","4200","n/e"
"25.02.2022 07:45 - 25.02.2022 08:00","18","18","n/e","1443","1443","n/e","4162","4162","n/e"
"25.02.2022 08:00 - 25.02.2022 08:15","24","24","n/e","1440","1440","n/e","4127","4127","n/e"
"25.02.2022 08:15 - 25.02.2022 08:30","242","242","n/e","1436","1436","n/e","4083","4083","n/e"
"25.02.2022 08:30 - 25.02.2022 08:45","459","459","n/e","1432","1432","n/e","4030","4030","n/e"
"25.02.2022 08:45 - 25.02.2022 09:00","678","678","n/e","1428","1428","n/e","3974","3974","n/e"
"25.02.2022 09:00 - 25.02.2022 09:15","897","897","n/e","1424","1424","n/e","3923","3923","n/e"
"25.02.2022 09:15 - 25.02.2022 09:30","1079","1079","n/e","1422","1422","n/e","3868","3868","n/e"
"25.02.2022 09:30 - 25.02.2022 09:45","1266","1266","n/e","1422","1422","n/e","3814","3814","n/e"
"25.02.2022 09:45 - 25.02.2022 10:00","1452","1452","n/e","1423","1423","n/e","3760","3760","n/e"
"25.02.2022 10:00 - 25.02.2022 10:15","1637","1637","n/e","1423","1423","n/e","3708","3708","n/e"
"25.02.2022 10:15 - 25.02.2022 10:30","1836","1836","n/e","1423","1423","n/e","3675","3675","n/e"
"25.02.2022 10:30 - 25.02.2022 10:45","2041","2041","n/e","1423","1423","n/e","3670","3670","n/e"
"25.02.2022 10:45 - 25.02.2022 11:00","2244","2244","n/e","1424","1424","n/e","3663","3663","n/e"
"25.02.2022 11:00 - 25.02.2022 11:15","2447","2447","n/e","1424","1424","n/e","3655","3655","n/e"
"25.02.2022 11:15 - 25.02.2022 11:30","2571","2571","n/e","1423","1423","n/e","3650","3650","n/e"
"25.02.2022 11:30 - 25.02.2022 11:45","2698","2698","n/e","1420","1420","n/e","3649","3649","n/e"
"25.02.2022 11:45 - 25.02.2022 12:00","2824","2824","n/e","1417","1417","n/e","3648","3648","n/e"
"25.02.2022 12:00 - 25.02.2022 12:15","2953","2953","n/e","1414","1414","n/e","3647","3647","n/e"
"25.02.2022 12:15 - 25.02.2022 12:30","3010","3010","n/e","1410","1410","n/e","3645","3645","n/e"
"25.02.2022 12:30 - 25.02.2022 12:45","3072","3072","n/e","1405","1405","n/e","3646","3646","n/e"
"25.02.2022 12:45 - 25.02.2022 13:00","3134","3134","n/e","1400","1400","n/e","3649","3649","n/e"
"25.02.2022 13:00 - 25.02.2022 13:15","3195","3195","n/e","1395","1395","n/e","3650","3650","n/e"
"25.02.2022 13:15 - 25.02.2022 13:30","3311","3311","n/e","1391","1391","n/e","3636","3636","n/e"
"25.02.2022 13:30 - 25.02.2022 13:45","3430","3430","n/e","1387","1387","n/e","3607","3607","n/e"
"25.02.2022 13:45 - 25.02.2022 14:00","3541","3541","n/e","1384","1384","n/e","3579","3579","n/e"
"25.02.2022 14:00 - 25.02.2022 14:15","3658","3658","n/e","1380","1380","n/e","3551","3551","n/e"
"25.02.2022 14:15 - 25.02.2022 14:30","3573","3573","n/e","1374","1374","n/e","3523","3523","n/e"
"25.02.2022 14:30 - 25.02.2022 14:45","3484","3484","n/e","1366","1366","n/e","3492","3492","n/e"
"25.02.2022 14:45 - 25.02.2022 15:00","3398","3398","n/e","1359","1359","n/e","3464","3464","n/e"
"25.02.2022 15:00 - 25.02.2022 15:15","3312","3312","n/e","1351","1351","n/e","3435","3435","n/e"
"25.02.2022 15:15 - 25.02.2022 15:30","3156","3156","n/e","1345","1345","n/e","3401","3401","n/e"
"25.02.2022 15:30 - 25.02.2022 15:45","2999","2999","n/e","1340","1340","n/e","3361","3361","n/e"
"25.02.2022 15:45 - 25.02.2022 16:00","2842","2842","n/e","1335","1335","n/e","3324","3324","n/e"
"25.02.2022 16:00 - 25.02.2022 16:15","2688","2688","n/e","1330","1330","n/e","3284","3284","n/e"
"25.02.2022 16:15 - 25.02.2022 16:30","2468","2468","n/e","1318","1318","n/e","3214","3214","n/e"
"25.02.2022 16:30 - 25.02.2022 16:45","2249","2249","n/e","1301","1301","n/e","3115","3115","n/e"
"25.02.2022 16:45 - 25.02.2022 17:00","2031","2031","n/e","1284","1284","n/e","3017","3017","n/e"
"25.02.2022 17:00 - 25.02.2022 17:15","1811","1811","n/e","1267","1267","n/e","2917","2917","n/e"
"25.02.2022 17:15 - 25.02.2022 17:30","1508","1508","n/e","1246","1246","n/e","2812","2812","n/e"
"25.02.2022 17:30 - 25.02.2022 17:45","1206","1206","n/e","1221","1221","n/e","2698","2698","n/e"
"25.02.2022 17:45 - 25.02.2022 18:00","900","900","n/e","1196","1196","n/e","2583","2583","n/e"
"25.02.2022 18:00 - 25.02.2022 18:15","599","599","n/e","1171","1171","n/e","2470","2470","n/e"
"25.02.2022 18:15 - 25.02.2022 18:30","450","450","n/e","1122","1122","n/e","2356","2356","n/e"
"25.02.2022 18:30 - 25.02.2022 18:45","302","302","n/e","1048","1048","n/e","2239","2239","n/e"
"25.02.2022 18:45 - 25.02.2022 19:00","151","151","n/e","975","975","n/e","2124","2124","n/e"
"25.02.2022 19:00 - 25.02.2022 19:15","1","1","n/e","901","901","n/e","2008","2008","n/e"
"25.02.2022 19:15 - 25.02.2022 19:30","1","1","n/e","855","855","n/e","1936","1936","n/e"
"25.02.2022 19:30 - 25.02.2022 19:45","1","1","n/e","835","835","n/e","1909","1909","n/e"
"25.02.2022 19:45 - 25.02.2022 20:00","0","0","n/e","816","816","n/e","1883","1883","n/e"
"25.02.2022 20:00 - 25.02.2022 20:15","0","0","n/e","796","796","n/e","1856","1856","n/e"
"25.02.2022 20:15 - 25.02.2022 20:30","0","0","n/e","781","781","n/e","1829","1829","n/e"
"25.02.2022 20:30 - 25.02.2022 20:45","0","0","n/e","770","770","n/e","1802","1802","n/e"
"25.02.2022 20:45 - 25.02.2022 21:00","0","0","n/e","759","759","n/e","1774","1774","n/e"
"25.02.2022 21:00 - 25.02.2022 21:15","0","0","n/e","748","748","n/e","1747","1747","n/e"
"25.02.2022 21:15 - 25.02.2022 21:30","0","0","n/e","730","730","n/e","1717","1717","n/e"
"25.02.2022 21:30 - 25.02.2022 21:45","0","0","n/e","705","705","n/e","1685","1685","n/e"
"25.02.2022 21:45 - 25.02.2022 22:00","0","0","n/e","680","680","n/e","1653","1653","n/e"
"25.02.2022 22:00 - 25.02.2022 22:15","0","0","n/e","654","654","n/e","1623","1623","n/e"
"25.02.2022 22:15 - 25.02.2022 22:30","0","0","n/e","617","617","n/e","1562","1562","n/e"
"25.02.2022 22:30 - 25.02.2022 22:45","0","0","n/e","567","567","n/e","1472","1472","n/e"
"25.02.2022 22:45 - 25.02.2022 23:00","0","0","n/e","518","518","n/e","1382","1382","n/e"
"25.02.2022 23:00 - 25.02.2022 23:15","0","0","n/e","468","468","n/e","1292","1292","n/e"
"25.02.2022 23:15 - 25.02.2022 23:30","0","0","n/e","424","424","n/e","1206","1206","n/e"
"25.02.2022 23:30 - 25.02.2022 23:45","0","0","n/e","386","386","n/e","1130","1130","n/e"
"25.02.2022 23:45 - 26.02.2022 00:00","0","0","n/e","348","348","n/e","1051","1051","n/e"
"26.02.2022 00:00 - 26.02.2022 00:15","0","0","n/e","176","176","n/e","1007","1007","n/e"
"26.02.2022 00:15 - 26.02.2022 00:30","0","0","n/e","154","154","n/e","936","936","n/e"
"26.02.2022 00:30 - 26.02.2022 00:45","0","0","n/e","145","145","n/e","866","866","n/e"
"26.02.2022 00:45 - 26.02.2022 01:00","0","0","n/e","137","137","n/e","797","797","n/e"
"26.02.2022 01:00 - 26.02.2022 01:15","0","0","n/e","128","128","n/e","730","730","n/e"
"26.02.2022 01:15 - 26.02.2022 01:30","0","0","n/e","121","121","n/e","674","674","n/e"
"26.02.2022 01:30 - 26.02.2022 01:45","0","0","n/e","115","115","n/e","630","630","n/e"
"26.02.2022 01:45 - 26.02.2022 02:00","0","0","n/e","108","108","n/e","589","589","n/e"
"26.02.2022 02:00 - 26.02.2022 02:15","0","0","n/e","102","102","n/e","545","545","n/e"
"26.02.2022 02:15 - 26.02.2022 02:30","0","0","n/e","96","96","n/e","503","503","n/e"
"26.02.2022 02:30 - 26.02.2022 02:45","0","0","n/e","89","89","n/e","467","467","n/e"
"26.02.2022 02:45 - 26.02.2022 03:00","0","0","n/e","83","83","n/e","430","430","n/e"
"26.02.2022 03:00 - 26.02.2022 03:15","0","0","n/e","77","77","n/e","395","395","n/e"
"26.02.2022 03:15 - 26.02.2022 03:30","0","0","n/e","72","72","n/e","360","360","n/e"
"26.02.2022 03:30 - 26.02.2022 03:45","0","0","n/e","70","70","n/e","328","328","n/e"
"26.02.2022 03:45 - 26.02.2022 04:00","0","0","n/e","68","68","n/e","297","297","n/e"
"26.02.2022 04:00 - 26.02.2022 04:15","0","0","n/e","66","66","n/e","266","266","n/e"
"26.02.2022 04:15 - 26.02.2022 04:30","0","0","n/e","64","64","n/e","250","250","n/e"
"26.02.2022 04:30 - 26.02.2022 04:45","0","0","n/e","62","62","n/e","244","244","n/e"
"26.02.2022 04:45 - 26.02.2022 05:00","0","0","n/e","61","61","n/e","238","238","n/e"
"26.02.2022 05:00 - 26.02.2022 05:15","0","0","n/e","59","59","n/e","234","234","n/e"
"26.02.2022 05:15 - 26.02.2022 05:30","0","0","n/e","61","61","n/e","231","231","n/e"
"26.02.2022 05:30 - 26.02.2022 05:45","0","0","n/e","67","67","n/e","229","229","n/e"
"26.02.2022 05:45 - 26.02.2022 06:00","0","0","n/e","73","73","n/e","228","228","n/e"
"26.02.2022 06:00 - 26.02.2022 06:15","0","0","n/e","79","79","n/e","229","229","n/e"
"26.02.2022 06:15 - 26.02.2022 06:30","0","0","n/e","86","86","n/e","231","231","n/e"
"26.02.2022 06:30 - 26.02.2022 06:45","0","0","n/e","92","92","n/e","235","235","n/e"
"26.02.2022 06:45 - 26.02.2022 07:00","0","0","n/e","99","99","n/e","239","239","n/e"
"26.02.2022 07:00 - 26.02.2022 07:15","0","0","n/e","105","105","n/e","244","244","n/e"
"26.02.2022 07:15 - 26.02.2022 07:30","14","14","n/e","111","111","n/e","245","245","n/e"
"26.02.2022 07:30 - 26.02.2022 07:45","25","25","n/e","115","115","n/e","244","244","n/e"
"26.02.2022 07:45 - 26.02.2022 08:00","40","40","n/e","119","119","n/e","244","244","n/e"
"26.02.2022 08:00 - 26.02.2022 08:15","51","51","n/e","124","124","n/e","243","243","n/e"
"26.02.2022 08:15 - 26.02.2022 08:30","412","412","n/e","126","126","n/e","244","244","n/e"
"26.02.2022 08:30 - 26.02.2022 08:45","773","773","n/e","127","127","n/e","247","247","n/e"
"26.02.2022 08:45 - 26.02.2022 09:00","1134","1134","n/e","127","127","n/e","251","251","n/e"
"26.02.2022 09:00 - 26.02.2022 09:15","1496","1496","n/e","128","128","n/e","254","254","n/e"
"26.02.2022 09:15 - 26.02.2022 09:30","1766","1766","n/e","134","134","n/e","256","256","n/e"
"26.02.2022 09:30 - 26.02.2022 09:45","2036","2036","n/e","144","144","n/e","263","263","n/e"
"26.02.2022 09:45 - 26.02.2022 10:00","2307","2307","n/e","154","154","n/e","267","267","n/e"
"26.02.2022 10:00 - 26.02.2022 10:15","2578","2578","n/e","165","165","n/e","274","274","n/e"
"26.02.2022 10:15 - 26.02.2022 10:30","2920","2920","n/e","166","166","n/e","269","269","n/e"
"26.02.2022 10:30 - 26.02.2022 10:45","3262","3262","n/e","158","158","n/e","257","257","n/e"
"26.02.2022 10:45 - 26.02.2022 11:00","3604","3604","n/e","150","150","n/e","243","243","n/e"
"26.02.2022 11:00 - 26.02.2022 11:15","3947","3947","n/e","142","142","n/e","231","231","n/e"
"26.02.2022 11:15 - 26.02.2022 11:30","4118","4118","n/e","137","137","n/e","219","219","n/e"
"26.02.2022 11:30 - 26.02.2022 11:45","4292","4292","n/e","135","135","n/e","205","205","n/e"
"26.02.2022 11:45 - 26.02.2022 12:00","4465","4465","n/e","133","133","n/e","189","189","n/e"
"26.02.2022 12:00 - 26.02.2022 12:15","4638","4638","n/e","130","130","n/e","174","174","n/e"
"26.02.2022 12:15 - 26.02.2022 12:30","4720","4720","n/e","128","128","n/e","160","160","n/e"
"26.02.2022 12:30 - 26.02.2022 12:45","4804","4804","n/e","125","125","n/e","147","147","n/e"
"26.02.2022 12:45 - 26.02.2022 13:00","4891","4891","n/e","122","122","n/e","137","137","n/e"
"26.02.2022 13:00 - 26.02.2022 13:15","4971","4971","n/e","119","119","n/e","123","123","n/e"
"26.02.2022 13:15 - 26.02.2022 13:30","4870","4870","n/e","120","120","n/e","121","121","n/e"
"26.02.2022 13:30 - 26.02.2022 13:45","4767","4767","n/e","124","124","n/e","130","130","n/e"
"26.02.2022 13:45 - 26.02.2022 14:00","4663","4663","n/e","129","129","n/e","137","137","n/e"
"26.02.2022 14:00 - 26.02.2022 14:15","4561","4561","n/e","133","133","n/e","147","147","n/e"
"26.02.2022 14:15 - 26.02.2022 14:30","4459","4459","n/e","138","138","n/e","157","157","n/e"
"26.02.2022 14:30 - 26.02.2022 14:45","4359","4359","n/e","145","145","n/e","172","172","n/e"
"26.02.2022 14:45 - 26.02.2022 15:00","4254","4254","n/e","151","151","n/e","187","187","n/e"
"26.02.2022 15:00 - 26.02.2022 15:15","4153","4153","n/e","157","157","n/e","202","202","n/e"
"26.02.2022 15:15 - 26.02.2022 15:30","3968","3968","n/e","164","164","n/e","215","215","n/e"
"26.02.2022 15:30 - 26.02.2022 15:45","3786","3786","n/e","172","172","n/e","231","231","n/e"
"26.02.2022 15:45 - 26.02.2022 16:00","3599","3599","n/e","180","180","n/e","244","244","n/e"
"26.02.2022 16:00 - 26.02.2022 16:15","3417","3417","n/e","188","188","n/e","254","254","n/e"
"26.02.2022 16:15 - 26.02.2022 16:30","3099","3099","n/e","201","201","n/e","270","270","n/e"
"26.02.2022 16:30 - 26.02.2022 16:45","2781","2781","n/e","220","220","n/e","289","289","n/e"
"26.02.2022 16:45 - 26.02.2022 17:00","2464","2464","n/e","239","239","n/e","307","307","n/e"
"26.02.2022 17:00 - 26.02.2022 17:15","2146","2146","n/e","257","257","n/e","327","327","n/e"
"26.02.2022 17:15 - 26.02.2022 17:30","1811","1811","n/e","277","277","n/e","353","353","n/e"
"26.02.2022 17:30 - 26.02.2022 17:45","1477","1477","n/e","299","299","n/e","386","386","n/e"
"26.02.2022 17:45 - 26.02.2022 18:00","1142","1142","n/e","320","320","n/e","421","421","n/e"
"26.02.2022 18:00 - 26.02.2022 18:15","807","807","n/e","341","341","n/e","452","452","n/e"
"26.02.2022 18:15 - 26.02.2022 18:30","608","608","n/e","367","367","n/e","495","495","n/e"
"26.02.2022 18:30 - 26.02.2022 18:45","407","407","n/e","397","397","n/e","538","538","n/e"
"26.02.2022 18:45 - 26.02.2022 19:00","205","205","n/e","428","428","n/e","585","585","n/e"
"26.02.2022 19:00 - 26.02.2022 19:15","4","4","n/e","459","459","n/e","628","628","n/e"
"26.02.2022 19:15 - 26.02.2022 19:30","4","4","n/e","476","476","n/e","673","673","n/e"
"26.02.2022 19:30 - 26.02.2022 19:45","1","1","n/e","479","479","n/e","715","715","n/e"
"26.02.2022 19:45 - 26.02.2022 20:00","1","1","n/e","482","482","n/e","759","759","n/e"
"26.02.2022 20:00 - 26.02.2022 20:15","0","0","n/e","486","486","n/e","803","803","n/e"
"26.02.2022 20:15 - 26.02.2022 20:30","0","0","n/e","516","516","n/e","852","852","n/e"
"26.02.2022 20:30 - 26.02.2022 20:45","0","0","n/e","571","571","n/e","908","908","n/e"
"26.02.2022 20:45 - 26.02.2022 21:00","0","0","n/e","627","627","n/e","967","967","n/e"
"26.02.2022 21:00 - 26.02.2022 21:15","0","0","n/e","683","683","n/e","1024","1024","n/e"
"26.02.2022 21:15 - 26.02.2022 21:30","0","0","n/e","733","733","n/e","1086","1086","n/e"
"26.02.2022 21:30 - 26.02.2022 21:45","0","0","n/e","778","778","n/e","1148","1148","n/e"
