"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"18.03.2023 13:00 - 18.03.2023 13:15","4786","4786","n/e","572","572","n/e","900","900","n/e"
"18.03.2023 13:15 - 18.03.2023 13:30","4710","4710","n/e","557","557","n/e","894","894","n/e"
"18.03.2023 13:30 - 18.03.2023 13:45","4633","4633","n/e","523","523","n/e","889","889","n/e"
"18.03.2023 13:45 - 18.03.2023 14:00","4557","4557","n/e","488","488","n/e","882","882","n/e"
"18.03.2023 14:00 - 18.03.2023 14:15","4480","4480","n/e","453","453","n/e","875","875","n/e"
"18.03.2023 14:15 - 18.03.2023 14:30","4373","4373","n/e","426","426","n/e","868","868","n/e"
"18.03.2023 14:30 - 18.03.2023 14:45","4268","4268","n/e","406","406","n/e","860","860","n/e"
"18.03.2023 14:45 - 18.03.2023 15:00","4163","4163","n/e","387","387","n/e","853","853","n/e"
"18.03.2023 15:00 - 18.03.2023 15:15","4058","4058","n/e","367","367","n/e","847","847","n/e"
"18.03.2023 15:15 - 18.03.2023 15:30","3875","3875","n/e","349","349","n/e","839","839","n/e"
"18.03.2023 15:30 - 18.03.2023 15:45","3693","3693","n/e","333","333","n/e","828","828","n/e"
"18.03.2023 15:45 - 18.03.2023 16:00","3513","3513","n/e","317","317","n/e","817","817","n/e"
"18.03.2023 16:00 - 18.03.2023 16:15","3332","3332","n/e","301","301","n/e","808","808","n/e"
"18.03.2023 16:15 - 18.03.2023 16:30","2923","2923","n/e","294","294","n/e","777","777","n/e"
"18.03.2023 16:30 - 18.03.2023 16:45","2512","2512","n/e","297","297","n/e","718","718","n/e"
"18.03.2023 16:45 - 18.03.2023 17:00","2103","2103","n/e","300","300","n/e","661","661","n/e"
"18.03.2023 17:00 - 18.03.2023 17:15","1693","1693","n/e","303","303","n/e","601","601","n/e"
"18.03.2023 17:15 - 18.03.2023 17:30","1507","1507","n/e","303","303","n/e","553","553","n/e"
"18.03.2023 17:30 - 18.03.2023 17:45","1316","1316","n/e","300","300","n/e","515","515","n/e"
"18.03.2023 17:45 - 18.03.2023 18:00","1126","1126","n/e","296","296","n/e","475","475","n/e"
"18.03.2023 18:00 - 18.03.2023 18:15","938","938","n/e","293","293","n/e","436","436","n/e"
"18.03.2023 18:15 - 18.03.2023 18:30","730","730","n/e","290","290","n/e","402","402","n/e"
"18.03.2023 18:30 - 18.03.2023 18:45","520","520","n/e","287","287","n/e","373","373","n/e"
"18.03.2023 18:45 - 18.03.2023 19:00","309","309","n/e","284","284","n/e","345","345","n/e"
"18.03.2023 19:00 - 18.03.2023 19:15","97","97","n/e","281","281","n/e","316","316","n/e"
"18.03.2023 19:15 - 18.03.2023 19:30","76","76","n/e","287","287","n/e","327","327","n/e"
"18.03.2023 19:30 - 18.03.2023 19:45","48","48","n/e","303","303","n/e","374","374","n/e"
"18.03.2023 19:45 - 18.03.2023 20:00","26","26","n/e","318","318","n/e","420","420","n/e"
"18.03.2023 20:00 - 18.03.2023 20:15","0","0","n/e","333","333","n/e","466","466","n/e"
"18.03.2023 20:15 - 18.03.2023 20:30","0","0","n/e","359","359","n/e","526","526","n/e"
"18.03.2023 20:30 - 18.03.2023 20:45","0","0","n/e","395","395","n/e","603","603","n/e"
"18.03.2023 20:45 - 18.03.2023 21:00","0","0","n/e","432","432","n/e","677","677","n/e"
"18.03.2023 21:00 - 18.03.2023 21:15","0","0","n/e","468","468","n/e","752","752","n/e"
"18.03.2023 21:15 - 18.03.2023 21:30","0","0","n/e","491","491","n/e","835","835","n/e"
"18.03.2023 21:30 - 18.03.2023 21:45","0","0","n/e","501","501","n/e","932","932","n/e"
"18.03.2023 21:45 - 18.03.2023 22:00","0","0","n/e","511","511","n/e","1029","1029","n/e"
"18.03.2023 22:00 - 18.03.2023 22:15","0","0","n/e","521","521","n/e","1125","1125","n/e"
"18.03.2023 22:15 - 18.03.2023 22:30","0","0","n/e","537","537","n/e","1195","1195","n/e"
"18.03.2023 22:30 - 18.03.2023 22:45","0","0","n/e","562","562","n/e","1238","1238","n/e"
"18.03.2023 22:45 - 18.03.2023 23:00","0","0","n/e","586","586","n/e","1280","1280","n/e"
"18.03.2023 23:00 - 18.03.2023 23:15","0","0","n/e","610","610","n/e","1320","1320","n/e"
"18.03.2023 23:15 - 18.03.2023 23:30","0","0","n/e","640","640","n/e","1363","1363","n/e"
"18.03.2023 23:30 - 18.03.2023 23:45","0","0","n/e","676","676","n/e","1406","1406","n/e"
"18.03.2023 23:45 - 19.03.2023 00:00","0","0","n/e","712","712","n/e","1446","1446","n/e"
"19.03.2023 00:00 - 19.03.2023 00:15","0","0","n/e","859","859","n/e","1968","1968","n/e"
"19.03.2023 00:15 - 19.03.2023 00:30","0","0","n/e","860","860","n/e","1952","1952","n/e"
"19.03.2023 00:30 - 19.03.2023 00:45","0","0","n/e","871","871","n/e","1927","1927","n/e"
"19.03.2023 00:45 - 19.03.2023 01:00","0","0","n/e","881","881","n/e","1904","1904","n/e"
"19.03.2023 01:00 - 19.03.2023 01:15","0","0","n/e","891","891","n/e","1883","1883","n/e"
"19.03.2023 01:15 - 19.03.2023 01:30","0","0","n/e","893","893","n/e","1858","1858","n/e"
"19.03.2023 01:30 - 19.03.2023 01:45","0","0","n/e","886","886","n/e","1835","1835","n/e"
"19.03.2023 01:45 - 19.03.2023 02:00","0","0","n/e","879","879","n/e","1814","1814","n/e"
"19.03.2023 02:00 - 19.03.2023 02:15","0","0","n/e","871","871","n/e","1790","1790","n/e"
"19.03.2023 02:15 - 19.03.2023 02:30","0","0","n/e","864","864","n/e","1765","1765","n/e"
"19.03.2023 02:30 - 19.03.2023 02:45","0","0","n/e","856","856","n/e","1740","1740","n/e"
"19.03.2023 02:45 - 19.03.2023 03:00","0","0","n/e","848","848","n/e","1713","1713","n/e"
"19.03.2023 03:00 - 19.03.2023 03:15","0","0","n/e","840","840","n/e","1689","1689","n/e"
"19.03.2023 03:15 - 19.03.2023 03:30","0","0","n/e","830","830","n/e","1660","1660","n/e"
"19.03.2023 03:30 - 19.03.2023 03:45","0","0","n/e","817","817","n/e","1636","1636","n/e"
"19.03.2023 03:45 - 19.03.2023 04:00","0","0","n/e","805","805","n/e","1609","1609","n/e"
"19.03.2023 04:00 - 19.03.2023 04:15","0","0","n/e","793","793","n/e","1579","1579","n/e"
"19.03.2023 04:15 - 19.03.2023 04:30","0","0","n/e","777","777","n/e","1545","1545","n/e"
"19.03.2023 04:30 - 19.03.2023 04:45","0","0","n/e","757","757","n/e","1502","1502","n/e"
"19.03.2023 04:45 - 19.03.2023 05:00","0","0","n/e","738","738","n/e","1461","1461","n/e"
"19.03.2023 05:00 - 19.03.2023 05:15","0","0","n/e","718","718","n/e","1419","1419","n/e"
"19.03.2023 05:15 - 19.03.2023 05:30","0","0","n/e","701","701","n/e","1379","1379","n/e"
"19.03.2023 05:30 - 19.03.2023 05:45","0","0","n/e","685","685","n/e","1338","1338","n/e"
"19.03.2023 05:45 - 19.03.2023 06:00","0","0","n/e","670","670","n/e","1298","1298","n/e"
"19.03.2023 06:00 - 19.03.2023 06:15","0","0","n/e","654","654","n/e","1258","1258","n/e"
"19.03.2023 06:15 - 19.03.2023 06:30","0","0","n/e","641","641","n/e","1218","1218","n/e"
"19.03.2023 06:30 - 19.03.2023 06:45","1","1","n/e","629","629","n/e","1181","1181","n/e"
"19.03.2023 06:45 - 19.03.2023 07:00","4","4","n/e","618","618","n/e","1144","1144","n/e"
"19.03.2023 07:00 - 19.03.2023 07:15","5","5","n/e","606","606","n/e","1107","1107","n/e"
"19.03.2023 07:15 - 19.03.2023 07:30","124","124","n/e","581","581","n/e","1062","1062","n/e"
"19.03.2023 07:30 - 19.03.2023 07:45","242","242","n/e","542","542","n/e","1011","1011","n/e"
"19.03.2023 07:45 - 19.03.2023 08:00","358","358","n/e","503","503","n/e","958","958","n/e"
"19.03.2023 08:00 - 19.03.2023 08:15","473","473","n/e","464","464","n/e","908","908","n/e"
"19.03.2023 08:15 - 19.03.2023 08:30","632","632","n/e","428","428","n/e","864","864","n/e"
"19.03.2023 08:30 - 19.03.2023 08:45","787","787","n/e","394","394","n/e","827","827","n/e"
"19.03.2023 08:45 - 19.03.2023 09:00","943","943","n/e","360","360","n/e","791","791","n/e"
"19.03.2023 09:00 - 19.03.2023 09:15","1100","1100","n/e","325","325","n/e","753","753","n/e"
"19.03.2023 09:15 - 19.03.2023 09:30","1254","1254","n/e","296","296","n/e","722","722","n/e"
"19.03.2023 09:30 - 19.03.2023 09:45","1414","1414","n/e","273","273","n/e","698","698","n/e"
"19.03.2023 09:45 - 19.03.2023 10:00","1569","1569","n/e","249","249","n/e","671","671","n/e"
"19.03.2023 10:00 - 19.03.2023 10:15","1727","1727","n/e","225","225","n/e","645","645","n/e"
"19.03.2023 10:15 - 19.03.2023 10:30","1779","1779","n/e","214","214","n/e","636","636","n/e"
"19.03.2023 10:30 - 19.03.2023 10:45","1837","1837","n/e","214","214","n/e","641","641","n/e"
"19.03.2023 10:45 - 19.03.2023 11:00","1891","1891","n/e","215","215","n/e","648","648","n/e"
"19.03.2023 11:00 - 19.03.2023 11:15","1943","1943","n/e","215","215","n/e","655","655","n/e"
"19.03.2023 11:15 - 19.03.2023 11:30","2028","2028","n/e","216","216","n/e","662","662","n/e"
"19.03.2023 11:30 - 19.03.2023 11:45","2113","2113","n/e","216","216","n/e","671","671","n/e"
"19.03.2023 11:45 - 19.03.2023 12:00","2196","2196","n/e","217","217","n/e","682","682","n/e"
"19.03.2023 12:00 - 19.03.2023 12:15","2282","2282","n/e","217","217","n/e","692","692","n/e"
"19.03.2023 12:15 - 19.03.2023 12:30","2321","2321","n/e","218","218","n/e","700","700","n/e"
"19.03.2023 12:30 - 19.03.2023 12:45","2363","2363","n/e","218","218","n/e","706","706","n/e"
"19.03.2023 12:45 - 19.03.2023 13:00","2400","2400","n/e","218","218","n/e","714","714","n/e"
"19.03.2023 13:00 - 19.03.2023 13:15","2438","2438","n/e","218","218","n/e","723","723","n/e"
"19.03.2023 13:15 - 19.03.2023 13:30","2474","2474","n/e","222","222","n/e","731","731","n/e"
"19.03.2023 13:30 - 19.03.2023 13:45","2508","2508","n/e","227","227","n/e","740","740","n/e"
"19.03.2023 13:45 - 19.03.2023 14:00","2544","2544","n/e","233","233","n/e","749","749","n/e"
"19.03.2023 14:00 - 19.03.2023 14:15","2577","2577","n/e","239","239","n/e","757","757","n/e"
"19.03.2023 14:15 - 19.03.2023 14:30","2511","2511","n/e","245","245","n/e","766","766","n/e"
"19.03.2023 14:30 - 19.03.2023 14:45","2447","2447","n/e","251","251","n/e","776","776","n/e"
"19.03.2023 14:45 - 19.03.2023 15:00","2378","2378","n/e","256","256","n/e","785","785","n/e"
"19.03.2023 15:00 - 19.03.2023 15:15","2315","2315","n/e","262","262","n/e","796","796","n/e"
"19.03.2023 15:15 - 19.03.2023 15:30","2204","2204","n/e","267","267","n/e","806","806","n/e"
"19.03.2023 15:30 - 19.03.2023 15:45","2093","2093","n/e","272","272","n/e","816","816","n/e"
"19.03.2023 15:45 - 19.03.2023 16:00","1983","1983","n/e","277","277","n/e","824","824","n/e"
"19.03.2023 16:00 - 19.03.2023 16:15","1874","1874","n/e","282","282","n/e","833","833","n/e"
"19.03.2023 16:15 - 19.03.2023 16:30","1712","1712","n/e","284","284","n/e","827","827","n/e"
"19.03.2023 16:30 - 19.03.2023 16:45","1550","1550","n/e","283","283","n/e","807","807","n/e"
"19.03.2023 16:45 - 19.03.2023 17:00","1389","1389","n/e","282","282","n/e","784","784","n/e"
"19.03.2023 17:00 - 19.03.2023 17:15","1226","1226","n/e","281","281","n/e","763","763","n/e"
"19.03.2023 17:15 - 19.03.2023 17:30","1090","1090","n/e","275","275","n/e","748","748","n/e"
"19.03.2023 17:30 - 19.03.2023 17:45","952","952","n/e","264","264","n/e","737","737","n/e"
"19.03.2023 17:45 - 19.03.2023 18:00","817","817","n/e","252","252","n/e","725","725","n/e"
"19.03.2023 18:00 - 19.03.2023 18:15","680","680","n/e","241","241","n/e","714","714","n/e"
"19.03.2023 18:15 - 19.03.2023 18:30","527","527","n/e","230","230","n/e","703","703","n/e"
"19.03.2023 18:30 - 19.03.2023 18:45","377","377","n/e","220","220","n/e","697","697","n/e"
"19.03.2023 18:45 - 19.03.2023 19:00","225","225","n/e","210","210","n/e","692","692","n/e"
"19.03.2023 19:00 - 19.03.2023 19:15","74","74","n/e","201","201","n/e","688","688","n/e"
"19.03.2023 19:15 - 19.03.2023 19:30","56","56","n/e","196","196","n/e","678","678","n/e"
"19.03.2023 19:30 - 19.03.2023 19:45","38","38","n/e","198","198","n/e","665","665","n/e"
"19.03.2023 19:45 - 19.03.2023 20:00","18","18","n/e","199","199","n/e","651","651","n/e"
"19.03.2023 20:00 - 19.03.2023 20:15","0","0","n/e","200","200","n/e","639","639","n/e"
"19.03.2023 20:15 - 19.03.2023 20:30","0","0","n/e","202","202","n/e","625","625","n/e"
"19.03.2023 20:30 - 19.03.2023 20:45","0","0","n/e","205","205","n/e","615","615","n/e"
"19.03.2023 20:45 - 19.03.2023 21:00","0","0","n/e","208","208","n/e","601","601","n/e"
"19.03.2023 21:00 - 19.03.2023 21:15","0","0","n/e","211","211","n/e","592","592","n/e"
"19.03.2023 21:15 - 19.03.2023 21:30","0","0","n/e","212","212","n/e","578","578","n/e"
"19.03.2023 21:30 - 19.03.2023 21:45","0","0","n/e","212","212","n/e","564","564","n/e"
"19.03.2023 21:45 - 19.03.2023 22:00","0","0","n/e","212","212","n/e","549","549","n/e"
"19.03.2023 22:00 - 19.03.2023 22:15","0","0","n/e","212","212","n/e","535","535","n/e"
"19.03.2023 22:15 - 19.03.2023 22:30","0","0","n/e","217","217","n/e","536","536","n/e"
"19.03.2023 22:30 - 19.03.2023 22:45","0","0","n/e","227","227","n/e","545","545","n/e"
"19.03.2023 22:45 - 19.03.2023 23:00","0","0","n/e","237","237","n/e","558","558","n/e"
"19.03.2023 23:00 - 19.03.2023 23:15","0","0","n/e","246","246","n/e","566","566","n/e"
"19.03.2023 23:15 - 19.03.2023 23:30","0","0","n/e","257","257","n/e","578","578","n/e"
"19.03.2023 23:30 - 19.03.2023 23:45","0","0","n/e","269","269","n/e","587","587","n/e"
"19.03.2023 23:45 - 20.03.2023 00:00","0","0","n/e","280","280","n/e","596","596","n/e"
"20.03.2023 00:00 - 20.03.2023 00:15","0","0","n/e","346","346","n/e","921","921","n/e"
"20.03.2023 00:15 - 20.03.2023 00:30","0","0","n/e","372","372","n/e","986","986","n/e"
"20.03.2023 00:30 - 20.03.2023 00:45","0","0","n/e","394","394","n/e","1048","1048","n/e"
"20.03.2023 00:45 - 20.03.2023 01:00","0","0","n/e","417","417","n/e","1112","1112","n/e"
"20.03.2023 01:00 - 20.03.2023 01:15","0","0","n/e","439","439","n/e","1177","1177","n/e"
"20.03.2023 01:15 - 20.03.2023 01:30","0","0","n/e","467","467","n/e","1217","1217","n/e"
"20.03.2023 01:30 - 20.03.2023 01:45","0","0","n/e","501","501","n/e","1235","1235","n/e"
"20.03.2023 01:45 - 20.03.2023 02:00","0","0","n/e","534","534","n/e","1253","1253","n/e"
"20.03.2023 02:00 - 20.03.2023 02:15","0","0","n/e","568","568","n/e","1271","1271","n/e"
"20.03.2023 02:15 - 20.03.2023 02:30","0","0","n/e","599","599","n/e","1289","1289","n/e"
"20.03.2023 02:30 - 20.03.2023 02:45","0","0","n/e","626","626","n/e","1309","1309","n/e"
"20.03.2023 02:45 - 20.03.2023 03:00","0","0","n/e","654","654","n/e","1327","1327","n/e"
"20.03.2023 03:00 - 20.03.2023 03:15","0","0","n/e","681","681","n/e","1347","1347","n/e"
"20.03.2023 03:15 - 20.03.2023 03:30","0","0","n/e","708","708","n/e","1366","1366","n/e"
"20.03.2023 03:30 - 20.03.2023 03:45","0","0","n/e","734","734","n/e","1386","1386","n/e"
"20.03.2023 03:45 - 20.03.2023 04:00","0","0","n/e","760","760","n/e","1407","1407","n/e"
"20.03.2023 04:00 - 20.03.2023 04:15","0","0","n/e","786","786","n/e","1429","1429","n/e"
"20.03.2023 04:15 - 20.03.2023 04:30","0","0","n/e","806","806","n/e","1456","1456","n/e"
"20.03.2023 04:30 - 20.03.2023 04:45","0","0","n/e","820","820","n/e","1488","1488","n/e"
"20.03.2023 04:45 - 20.03.2023 05:00","0","0","n/e","834","834","n/e","1520","1520","n/e"
"20.03.2023 05:00 - 20.03.2023 05:15","0","0","n/e","848","848","n/e","1554","1554","n/e"
"20.03.2023 05:15 - 20.03.2023 05:30","0","0","n/e","862","862","n/e","1586","1586","n/e"
"20.03.2023 05:30 - 20.03.2023 05:45","0","0","n/e","875","875","n/e","1617","1617","n/e"
"20.03.2023 05:45 - 20.03.2023 06:00","0","0","n/e","888","888","n/e","1650","1650","n/e"
"20.03.2023 06:00 - 20.03.2023 06:15","0","0","n/e","901","901","n/e","1684","1684","n/e"
"20.03.2023 06:15 - 20.03.2023 06:30","0","0","n/e","911","911","n/e","1715","1715","n/e"
"20.03.2023 06:30 - 20.03.2023 06:45","2","2","n/e","919","919","n/e","1747","1747","n/e"
"20.03.2023 06:45 - 20.03.2023 07:00","4","4","n/e","927","927","n/e","1777","1777","n/e"
"20.03.2023 07:00 - 20.03.2023 07:15","8","8","n/e","935","935","n/e","1807","1807","n/e"
"20.03.2023 07:15 - 20.03.2023 07:30","63","63","n/e","939","939","n/e","1807","1807","n/e"
"20.03.2023 07:30 - 20.03.2023 07:45","122","122","n/e","940","940","n/e","1776","1776","n/e"
"20.03.2023 07:45 - 20.03.2023 08:00","179","179","n/e","940","940","n/e","1746","1746","n/e"
"20.03.2023 08:00 - 20.03.2023 08:15","239","239","n/e","941","941","n/e","1716","1716","n/e"
"20.03.2023 08:15 - 20.03.2023 08:30","314","314","n/e","942","942","n/e","1689","1689","n/e"
"20.03.2023 08:30 - 20.03.2023 08:45","392","392","n/e","943","943","n/e","1668","1668","n/e"
"20.03.2023 08:45 - 20.03.2023 09:00","468","468","n/e","944","944","n/e","1647","1647","n/e"
"20.03.2023 09:00 - 20.03.2023 09:15","546","546","n/e","946","946","n/e","1626","1626","n/e"
"20.03.2023 09:15 - 20.03.2023 09:30","620","620","n/e","945","945","n/e","1608","1608","n/e"
"20.03.2023 09:30 - 20.03.2023 09:45","700","700","n/e","942","942","n/e","1595","1595","n/e"
"20.03.2023 09:45 - 20.03.2023 10:00","776","776","n/e","939","939","n/e","1581","1581","n/e"
"20.03.2023 10:00 - 20.03.2023 10:15","853","853","n/e","936","936","n/e","1569","1569","n/e"
"20.03.2023 10:15 - 20.03.2023 10:30","883","883","n/e","945","945","n/e","1584","1584","n/e"
"20.03.2023 10:30 - 20.03.2023 10:45","910","910","n/e","968","968","n/e","1628","1628","n/e"
"20.03.2023 10:45 - 20.03.2023 11:00","941","941","n/e","990","990","n/e","1671","1671","n/e"
"20.03.2023 11:00 - 20.03.2023 11:15","969","969","n/e","1012","1012","n/e","1716","1716","n/e"
"20.03.2023 11:15 - 20.03.2023 11:30","1011","1011","n/e","1036","1036","n/e","1765","1765","n/e"
"20.03.2023 11:30 - 20.03.2023 11:45","1054","1054","n/e","1061","1061","n/e","1816","1816","n/e"
"20.03.2023 11:45 - 20.03.2023 12:00","1096","1096","n/e","1086","1086","n/e","1871","1871","n/e"
"20.03.2023 12:00 - 20.03.2023 12:15","1139","1139","n/e","1111","1111","n/e","1923","1923","n/e"
"20.03.2023 12:15 - 20.03.2023 12:30","1156","1156","n/e","1130","1130","n/e","1976","1976","n/e"
"20.03.2023 12:30 - 20.03.2023 12:45","1178","1178","n/e","1144","1144","n/e","2031","2031","n/e"
"20.03.2023 12:45 - 20.03.2023 13:00","1198","1198","n/e","1157","1157","n/e","2085","2085","n/e"
"20.03.2023 13:00 - 20.03.2023 13:15","1216","1216","n/e","1170","1170","n/e","2139","2139","n/e"
"20.03.2023 13:15 - 20.03.2023 13:30","1171","1171","n/e","1184","1184","n/e","2168","2168","n/e"
"20.03.2023 13:30 - 20.03.2023 13:45","1126","1126","n/e","1198","1198","n/e","2173","2173","n/e"
"20.03.2023 13:45 - 20.03.2023 14:00","1082","1082","n/e","1213","1213","n/e","2179","2179","n/e"
"20.03.2023 14:00 - 20.03.2023 14:15","1036","1036","n/e","1227","1227","n/e","2182","2182","n/e"
"20.03.2023 14:15 - 20.03.2023 14:30","1009","1009","n/e","1237","1237","n/e","2187","2187","n/e"
"20.03.2023 14:30 - 20.03.2023 14:45","983","983","n/e","1241","1241","n/e","2193","2193","n/e"
"20.03.2023 14:45 - 20.03.2023 15:00","955","955","n/e","1246","1246","n/e","2200","2200","n/e"
"20.03.2023 15:00 - 20.03.2023 15:15","928","928","n/e","1251","1251","n/e","2204","2204","n/e"
"20.03.2023 15:15 - 20.03.2023 15:30","882","882","n/e","1259","1259","n/e","2213","2213","n/e"
"20.03.2023 15:30 - 20.03.2023 15:45","837","837","n/e","1270","1270","n/e","2225","2225","n/e"
"20.03.2023 15:45 - 20.03.2023 16:00","794","794","n/e","1282","1282","n/e","2235","2235","n/e"
"20.03.2023 16:00 - 20.03.2023 16:15","751","751","n/e","1294","1294","n/e","2246","2246","n/e"
"20.03.2023 16:15 - 20.03.2023 16:30","676","676","n/e","1305","1305","n/e","2257","2257","n/e"
"20.03.2023 16:30 - 20.03.2023 16:45","603","603","n/e","1317","1317","n/e","2260","2260","n/e"
"20.03.2023 16:45 - 20.03.2023 17:00","529","529","n/e","1328","1328","n/e","2262","2262","n/e"
"20.03.2023 17:00 - 20.03.2023 17:15","454","454","n/e","1340","1340","n/e","2266","2266","n/e"
"20.03.2023 17:15 - 20.03.2023 17:30","404","404","n/e","1345","1345","n/e","2266","2266","n/e"
"20.03.2023 17:30 - 20.03.2023 17:45","351","351","n/e","1344","1344","n/e","2263","2263","n/e"
"20.03.2023 17:45 - 20.03.2023 18:00","301","301","n/e","1343","1343","n/e","2261","2261","n/e"
"20.03.2023 18:00 - 20.03.2023 18:15","250","250","n/e","1342","1342","n/e","2260","2260","n/e"
"20.03.2023 18:15 - 20.03.2023 18:30","195","195","n/e","1339","1339","n/e","2259","2259","n/e"
"20.03.2023 18:30 - 20.03.2023 18:45","139","139","n/e","1335","1335","n/e","2263","2263","n/e"
"20.03.2023 18:45 - 20.03.2023 19:00","84","84","n/e","1330","1330","n/e","2265","2265","n/e"
"20.03.2023 19:00 - 20.03.2023 19:15","29","29","n/e","1325","1325","n/e","2267","2267","n/e"
"20.03.2023 19:15 - 20.03.2023 19:30","22","22","n/e","1322","1322","n/e","2272","2272","n/e"
"20.03.2023 19:30 - 20.03.2023 19:45","14","14","n/e","1322","1322","n/e","2279","2279","n/e"
"20.03.2023 19:45 - 20.03.2023 20:00","7","7","n/e","1321","1321","n/e","2288","2288","n/e"
"20.03.2023 20:00 - 20.03.2023 20:15","0","0","n/e","1320","1320","n/e","2294","2294","n/e"
"20.03.2023 20:15 - 20.03.2023 20:30","0","0","n/e","1319","1319","n/e","2301","2301","n/e"
"20.03.2023 20:30 - 20.03.2023 20:45","0","0","n/e","1318","1318","n/e","2306","2306","n/e"
"20.03.2023 20:45 - 20.03.2023 21:00","0","0","n/e","1317","1317","n/e","2312","2312","n/e"
"20.03.2023 21:00 - 20.03.2023 21:15","0","0","n/e","1316","1316","n/e","2317","2317","n/e"
"20.03.2023 21:15 - 20.03.2023 21:30","0","0","n/e","1316","1316","n/e","2318","2318","n/e"
"20.03.2023 21:30 - 20.03.2023 21:45","0","0","n/e","1317","1317","n/e","2316","2316","n/e"
"20.03.2023 21:45 - 20.03.2023 22:00","0","0","n/e","1318","1318","n/e","2315","2315","n/e"
"20.03.2023 22:00 - 20.03.2023 22:15","0","0","n/e","1318","1318","n/e","2312","2312","n/e"
"20.03.2023 22:15 - 20.03.2023 22:30","0","0","n/e","1317","1317","n/e","2296","2296","n/e"
"20.03.2023 22:30 - 20.03.2023 22:45","0","0","n/e","1313","1313","n/e","2265","2265","n/e"
"20.03.2023 22:45 - 20.03.2023 23:00","0","0","n/e","1309","1309","n/e","2236","2236","n/e"
"20.03.2023 23:00 - 20.03.2023 23:15","0","0","n/e","1305","1305","n/e","2205","2205","n/e"
"20.03.2023 23:15 - 20.03.2023 23:30","0","0","n/e","1300","1300","n/e","2172","2172","n/e"
"20.03.2023 23:30 - 20.03.2023 23:45","0","0","n/e","1293","1293","n/e","2144","2144","n/e"
"20.03.2023 23:45 - 21.03.2023 00:00","0","0","n/e","1286","1286","n/e","2111","2111","n/e"
"21.03.2023 00:00 - 21.03.2023 00:15","0","0","n/e","1076","1076","n/e","1982","1982","n/e"
"21.03.2023 00:15 - 21.03.2023 00:30","0","0","n/e","1078","1078","n/e","1974","1974","n/e"
"21.03.2023 00:30 - 21.03.2023 00:45","0","0","n/e","1082","1082","n/e","1958","1958","n/e"
"21.03.2023 00:45 - 21.03.2023 01:00","0","0","n/e","1086","1086","n/e","1943","1943","n/e"
"21.03.2023 01:00 - 21.03.2023 01:15","0","0","n/e","1090","1090","n/e","1928","1928","n/e"
"21.03.2023 01:15 - 21.03.2023 01:30","0","0","n/e","1089","1089","n/e","1916","1916","n/e"
"21.03.2023 01:30 - 21.03.2023 01:45","0","0","n/e","1083","1083","n/e","1910","1910","n/e"
"21.03.2023 01:45 - 21.03.2023 02:00","0","0","n/e","1077","1077","n/e","1901","1901","n/e"
"21.03.2023 02:00 - 21.03.2023 02:15","0","0","n/e","1072","1072","n/e","1893","1893","n/e"
"21.03.2023 02:15 - 21.03.2023 02:30","0","0","n/e","1064","1064","n/e","1886","1886","n/e"
"21.03.2023 02:30 - 21.03.2023 02:45","0","0","n/e","1055","1055","n/e","1878","1878","n/e"
"21.03.2023 02:45 - 21.03.2023 03:00","0","0","n/e","1046","1046","n/e","1865","1865","n/e"
"21.03.2023 03:00 - 21.03.2023 03:15","0","0","n/e","1037","1037","n/e","1856","1856","n/e"
"21.03.2023 03:15 - 21.03.2023 03:30","0","0","n/e","1029","1029","n/e","1843","1843","n/e"
"21.03.2023 03:30 - 21.03.2023 03:45","0","0","n/e","1020","1020","n/e","1830","1830","n/e"
"21.03.2023 03:45 - 21.03.2023 04:00","0","0","n/e","1012","1012","n/e","1816","1816","n/e"
"21.03.2023 04:00 - 21.03.2023 04:15","0","0","n/e","1003","1003","n/e","1803","1803","n/e"
"21.03.2023 04:15 - 21.03.2023 04:30","0","0","n/e","1000","1000","n/e","1804","1804","n/e"
"21.03.2023 04:30 - 21.03.2023 04:45","0","0","n/e","1001","1001","n/e","1817","1817","n/e"
"21.03.2023 04:45 - 21.03.2023 05:00","0","0","n/e","1003","1003","n/e","1830","1830","n/e"
"21.03.2023 05:00 - 21.03.2023 05:15","0","0","n/e","1004","1004","n/e","1843","1843","n/e"
"21.03.2023 05:15 - 21.03.2023 05:30","0","0","n/e","1005","1005","n/e","1856","1856","n/e"
"21.03.2023 05:30 - 21.03.2023 05:45","0","0","n/e","1006","1006","n/e","1872","1872","n/e"
"21.03.2023 05:45 - 21.03.2023 06:00","0","0","n/e","1006","1006","n/e","1883","1883","n/e"
"21.03.2023 06:00 - 21.03.2023 06:15","0","0","n/e","1007","1007","n/e","1899","1899","n/e"
"21.03.2023 06:15 - 21.03.2023 06:30","0","0","n/e","1006","1006","n/e","1909","1909","n/e"
