"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"06.11.2023 08:45 - 06.11.2023 09:00","490","490","n/e","1729","1729","n/e","4542","4542","n/e"
"06.11.2023 09:00 - 06.11.2023 09:15","653","653","n/e","1729","1729","n/e","4546","4546","n/e"
"06.11.2023 09:15 - 06.11.2023 09:30","1063","1063","n/e","1729","1729","n/e","4551","4551","n/e"
"06.11.2023 09:30 - 06.11.2023 09:45","1473","1473","n/e","1729","1729","n/e","4558","4558","n/e"
"06.11.2023 09:45 - 06.11.2023 10:00","1884","1884","n/e","1728","1728","n/e","4567","4567","n/e"
"06.11.2023 10:00 - 06.11.2023 10:15","2292","2292","n/e","1728","1728","n/e","4574","4574","n/e"
"06.11.2023 10:15 - 06.11.2023 10:30","2235","2235","n/e","1727","1727","n/e","4586","4586","n/e"
"06.11.2023 10:30 - 06.11.2023 10:45","2176","2176","n/e","1726","1726","n/e","4605","4605","n/e"
"06.11.2023 10:45 - 06.11.2023 11:00","2119","2119","n/e","1724","1724","n/e","4621","4621","n/e"
"06.11.2023 11:00 - 06.11.2023 11:15","2058","2058","n/e","1723","1723","n/e","4641","4641","n/e"
"06.11.2023 11:15 - 06.11.2023 11:30","2152","2152","n/e","1721","1721","n/e","4660","4660","n/e"
"06.11.2023 11:30 - 06.11.2023 11:45","2243","2243","n/e","1718","1718","n/e","4682","4682","n/e"
"06.11.2023 11:45 - 06.11.2023 12:00","2338","2338","n/e","1715","1715","n/e","4703","4703","n/e"
"06.11.2023 12:00 - 06.11.2023 12:15","2429","2429","n/e","1713","1713","n/e","4726","4726","n/e"
"06.11.2023 12:15 - 06.11.2023 12:30","2458","2458","n/e","1711","1711","n/e","4740","4740","n/e"
"06.11.2023 12:30 - 06.11.2023 12:45","2485","2485","n/e","1710","1710","n/e","4748","4748","n/e"
"06.11.2023 12:45 - 06.11.2023 13:00","2512","2512","n/e","1710","1710","n/e","4756","4756","n/e"
"06.11.2023 13:00 - 06.11.2023 13:15","2539","2539","n/e","1709","1709","n/e","4765","4765","n/e"
"06.11.2023 13:15 - 06.11.2023 13:30","2722","2722","n/e","1708","1708","n/e","4727","4727","n/e"
"06.11.2023 13:30 - 06.11.2023 13:45","2900","2900","n/e","1706","1706","n/e","4646","4646","n/e"
"06.11.2023 13:45 - 06.11.2023 14:00","3082","3082","n/e","1705","1705","n/e","4563","4563","n/e"
"06.11.2023 14:00 - 06.11.2023 14:15","3262","3262","n/e","1704","1704","n/e","4481","4481","n/e"
"06.11.2023 14:15 - 06.11.2023 14:30","3125","3125","n/e","1702","1702","n/e","4387","4387","n/e"
"06.11.2023 14:30 - 06.11.2023 14:45","2990","2990","n/e","1700","1700","n/e","4278","4278","n/e"
"06.11.2023 14:45 - 06.11.2023 15:00","2855","2855","n/e","1698","1698","n/e","4173","4173","n/e"
"06.11.2023 15:00 - 06.11.2023 15:15","2718","2718","n/e","1697","1697","n/e","4066","4066","n/e"
"06.11.2023 15:15 - 06.11.2023 15:30","2518","2518","n/e","1693","1693","n/e","3951","3951","n/e"
"06.11.2023 15:30 - 06.11.2023 15:45","2318","2318","n/e","1688","1688","n/e","3832","3832","n/e"
"06.11.2023 15:45 - 06.11.2023 16:00","2122","2122","n/e","1683","1683","n/e","3712","3712","n/e"
"06.11.2023 16:00 - 06.11.2023 16:15","1920","1920","n/e","1678","1678","n/e","3594","3594","n/e"
"06.11.2023 16:15 - 06.11.2023 16:30","1483","1483","n/e","1678","1678","n/e","3521","3521","n/e"
"06.11.2023 16:30 - 06.11.2023 16:45","1047","1047","n/e","1682","1682","n/e","3499","3499","n/e"
"06.11.2023 16:45 - 06.11.2023 17:00","609","609","n/e","1686","1686","n/e","3476","3476","n/e"
"06.11.2023 17:00 - 06.11.2023 17:15","169","169","n/e","1690","1690","n/e","3451","3451","n/e"
"06.11.2023 17:15 - 06.11.2023 17:30","129","129","n/e","1693","1693","n/e","3429","3429","n/e"
"06.11.2023 17:30 - 06.11.2023 17:45","85","85","n/e","1695","1695","n/e","3404","3404","n/e"
"06.11.2023 17:45 - 06.11.2023 18:00","42","42","n/e","1697","1697","n/e","3385","3385","n/e"
"06.11.2023 18:00 - 06.11.2023 18:15","0","0","n/e","1699","1699","n/e","3362","3362","n/e"
"06.11.2023 18:15 - 06.11.2023 18:30","0","0","n/e","1698","1698","n/e","3341","3341","n/e"
"06.11.2023 18:30 - 06.11.2023 18:45","0","0","n/e","1695","1695","n/e","3321","3321","n/e"
"06.11.2023 18:45 - 06.11.2023 19:00","0","0","n/e","1692","1692","n/e","3301","3301","n/e"
"06.11.2023 19:00 - 06.11.2023 19:15","0","0","n/e","1689","1689","n/e","3282","3282","n/e"
"06.11.2023 19:15 - 06.11.2023 19:30","0","0","n/e","1685","1685","n/e","3281","3281","n/e"
"06.11.2023 19:30 - 06.11.2023 19:45","0","0","n/e","1680","1680","n/e","3297","3297","n/e"
"06.11.2023 19:45 - 06.11.2023 20:00","0","0","n/e","1674","1674","n/e","3315","3315","n/e"
"06.11.2023 20:00 - 06.11.2023 20:15","0","0","n/e","1669","1669","n/e","3331","3331","n/e"
"06.11.2023 20:15 - 06.11.2023 20:30","0","0","n/e","1663","1663","n/e","3348","3348","n/e"
"06.11.2023 20:30 - 06.11.2023 20:45","0","0","n/e","1656","1656","n/e","3364","3364","n/e"
"06.11.2023 20:45 - 06.11.2023 21:00","0","0","n/e","1649","1649","n/e","3380","3380","n/e"
"06.11.2023 21:00 - 06.11.2023 21:15","0","0","n/e","1642","1642","n/e","3397","3397","n/e"
"06.11.2023 21:15 - 06.11.2023 21:30","0","0","n/e","1636","1636","n/e","3410","3410","n/e"
"06.11.2023 21:30 - 06.11.2023 21:45","0","0","n/e","1631","1631","n/e","3419","3419","n/e"
"06.11.2023 21:45 - 06.11.2023 22:00","0","0","n/e","1627","1627","n/e","3431","3431","n/e"
"06.11.2023 22:00 - 06.11.2023 22:15","0","0","n/e","1622","1622","n/e","3442","3442","n/e"
"06.11.2023 22:15 - 06.11.2023 22:30","0","0","n/e","1611","1611","n/e","3424","3424","n/e"
"06.11.2023 22:30 - 06.11.2023 22:45","0","0","n/e","1594","1594","n/e","3381","3381","n/e"
"06.11.2023 22:45 - 06.11.2023 23:00","0","0","n/e","1577","1577","n/e","3337","3337","n/e"
"06.11.2023 23:00 - 06.11.2023 23:15","0","0","n/e","1560","1560","n/e","3293","3293","n/e"
"06.11.2023 23:15 - 06.11.2023 23:30","0","0","n/e","1543","1543","n/e","3252","3252","n/e"
"06.11.2023 23:30 - 06.11.2023 23:45","0","0","n/e","1527","1527","n/e","3206","3206","n/e"
"06.11.2023 23:45 - 07.11.2023 00:00","0","0","n/e","1511","1511","n/e","3164","3164","n/e"
"07.11.2023 00:00 - 07.11.2023 00:15","0","0","n/e","1558","1558","n/e","3938","3938","n/e"
"07.11.2023 00:15 - 07.11.2023 00:30","0","0","n/e","1552","1552","n/e","3954","3954","n/e"
"07.11.2023 00:30 - 07.11.2023 00:45","0","0","n/e","1545","1545","n/e","3971","3971","n/e"
"07.11.2023 00:45 - 07.11.2023 01:00","0","0","n/e","1538","1538","n/e","3986","3986","n/e"
"07.11.2023 01:00 - 07.11.2023 01:15","0","0","n/e","1530","1530","n/e","4003","4003","n/e"
"07.11.2023 01:15 - 07.11.2023 01:30","0","0","n/e","1524","1524","n/e","3989","3989","n/e"
"07.11.2023 01:30 - 07.11.2023 01:45","0","0","n/e","1519","1519","n/e","3945","3945","n/e"
"07.11.2023 01:45 - 07.11.2023 02:00","0","0","n/e","1514","1514","n/e","3900","3900","n/e"
"07.11.2023 02:00 - 07.11.2023 02:15","0","0","n/e","1509","1509","n/e","3854","3854","n/e"
"07.11.2023 02:15 - 07.11.2023 02:30","0","0","n/e","1502","1502","n/e","3812","3812","n/e"
"07.11.2023 02:30 - 07.11.2023 02:45","0","0","n/e","1492","1492","n/e","3773","3773","n/e"
"07.11.2023 02:45 - 07.11.2023 03:00","0","0","n/e","1483","1483","n/e","3734","3734","n/e"
"07.11.2023 03:00 - 07.11.2023 03:15","0","0","n/e","1473","1473","n/e","3694","3694","n/e"
"07.11.2023 03:15 - 07.11.2023 03:30","0","0","n/e","1463","1463","n/e","3652","3652","n/e"
"07.11.2023 03:30 - 07.11.2023 03:45","0","0","n/e","1453","1453","n/e","3606","3606","n/e"
"07.11.2023 03:45 - 07.11.2023 04:00","0","0","n/e","1444","1444","n/e","3561","3561","n/e"
"07.11.2023 04:00 - 07.11.2023 04:15","0","0","n/e","1434","1434","n/e","3515","3515","n/e"
"07.11.2023 04:15 - 07.11.2023 04:30","0","0","n/e","1433","1433","n/e","3474","3474","n/e"
"07.11.2023 04:30 - 07.11.2023 04:45","0","0","n/e","1441","1441","n/e","3433","3433","n/e"
"07.11.2023 04:45 - 07.11.2023 05:00","0","0","n/e","1449","1449","n/e","3393","3393","n/e"
"07.11.2023 05:00 - 07.11.2023 05:15","0","0","n/e","1458","1458","n/e","3355","3355","n/e"
"07.11.2023 05:15 - 07.11.2023 05:30","0","0","n/e","1462","1462","n/e","3320","3320","n/e"
"07.11.2023 05:30 - 07.11.2023 05:45","0","0","n/e","1462","1462","n/e","3289","3289","n/e"
"07.11.2023 05:45 - 07.11.2023 06:00","0","0","n/e","1462","1462","n/e","3260","3260","n/e"
"07.11.2023 06:00 - 07.11.2023 06:15","0","0","n/e","1463","1463","n/e","3232","3232","n/e"
"07.11.2023 06:15 - 07.11.2023 06:30","0","0","n/e","1462","1462","n/e","3206","3206","n/e"
"07.11.2023 06:30 - 07.11.2023 06:45","0","0","n/e","1461","1461","n/e","3183","3183","n/e"
"07.11.2023 06:45 - 07.11.2023 07:00","0","0","n/e","1460","1460","n/e","3157","3157","n/e"
"07.11.2023 07:00 - 07.11.2023 07:15","0","0","n/e","1459","1459","n/e","3132","3132","n/e"
"07.11.2023 07:15 - 07.11.2023 07:30","0","0","n/e","1454","1454","n/e","3119","3119","n/e"
"07.11.2023 07:30 - 07.11.2023 07:45","0","0","n/e","1447","1447","n/e","3117","3117","n/e"
"07.11.2023 07:45 - 07.11.2023 08:00","0","0","n/e","1440","1440","n/e","3115","3115","n/e"
"07.11.2023 08:00 - 07.11.2023 08:15","0","0","n/e","1433","1433","n/e","3112","3112","n/e"
"07.11.2023 08:15 - 07.11.2023 08:30","126","126","n/e","1426","1426","n/e","3113","3113","n/e"
"07.11.2023 08:30 - 07.11.2023 08:45","248","248","n/e","1421","1421","n/e","3112","3112","n/e"
"07.11.2023 08:45 - 07.11.2023 09:00","372","372","n/e","1415","1415","n/e","3113","3113","n/e"
"07.11.2023 09:00 - 07.11.2023 09:15","496","496","n/e","1410","1410","n/e","3116","3116","n/e"
"07.11.2023 09:15 - 07.11.2023 09:30","910","910","n/e","1403","1403","n/e","3118","3118","n/e"
"07.11.2023 09:30 - 07.11.2023 09:45","1322","1322","n/e","1396","1396","n/e","3127","3127","n/e"
"07.11.2023 09:45 - 07.11.2023 10:00","1733","1733","n/e","1389","1389","n/e","3134","3134","n/e"
"07.11.2023 10:00 - 07.11.2023 10:15","2146","2146","n/e","1382","1382","n/e","3141","3141","n/e"
"07.11.2023 10:15 - 07.11.2023 10:30","2338","2338","n/e","1389","1389","n/e","3168","3168","n/e"
"07.11.2023 10:30 - 07.11.2023 10:45","2530","2530","n/e","1410","1410","n/e","3216","3216","n/e"
"07.11.2023 10:45 - 07.11.2023 11:00","2720","2720","n/e","1431","1431","n/e","3265","3265","n/e"
"07.11.2023 11:00 - 07.11.2023 11:15","2912","2912","n/e","1452","1452","n/e","3313","3313","n/e"
"07.11.2023 11:15 - 07.11.2023 11:30","3035","3035","n/e","1472","1472","n/e","3368","3368","n/e"
"07.11.2023 11:30 - 07.11.2023 11:45","3156","3156","n/e","1491","1491","n/e","3426","3426","n/e"
"07.11.2023 11:45 - 07.11.2023 12:00","3276","3276","n/e","1510","1510","n/e","3485","3485","n/e"
"07.11.2023 12:00 - 07.11.2023 12:15","3397","3397","n/e","1529","1529","n/e","3543","3543","n/e"
"07.11.2023 12:15 - 07.11.2023 12:30","3432","3432","n/e","1546","1546","n/e","3590","3590","n/e"
"07.11.2023 12:30 - 07.11.2023 12:45","3468","3468","n/e","1562","1562","n/e","3624","3624","n/e"
"07.11.2023 12:45 - 07.11.2023 13:00","3504","3504","n/e","1577","1577","n/e","3661","3661","n/e"
"07.11.2023 13:00 - 07.11.2023 13:15","3540","3540","n/e","1592","1592","n/e","3697","3697","n/e"
"07.11.2023 13:15 - 07.11.2023 13:30","3733","3733","n/e","1606","1606","n/e","3714","3714","n/e"
"07.11.2023 13:30 - 07.11.2023 13:45","3925","3925","n/e","1617","1617","n/e","3715","3715","n/e"
"07.11.2023 13:45 - 07.11.2023 14:00","4119","4119","n/e","1628","1628","n/e","3715","3715","n/e"
"07.11.2023 14:00 - 07.11.2023 14:15","4311","4311","n/e","1640","1640","n/e","3718","3718","n/e"
"07.11.2023 14:15 - 07.11.2023 14:30","4146","4146","n/e","1650","1650","n/e","3712","3712","n/e"
"07.11.2023 14:30 - 07.11.2023 14:45","3981","3981","n/e","1660","1660","n/e","3700","3700","n/e"
"07.11.2023 14:45 - 07.11.2023 15:00","3813","3813","n/e","1671","1671","n/e","3687","3687","n/e"
"07.11.2023 15:00 - 07.11.2023 15:15","3647","3647","n/e","1681","1681","n/e","3673","3673","n/e"
"07.11.2023 15:15 - 07.11.2023 15:30","3399","3399","n/e","1688","1688","n/e","3662","3662","n/e"
"07.11.2023 15:30 - 07.11.2023 15:45","3150","3150","n/e","1691","1691","n/e","3649","3649","n/e"
"07.11.2023 15:45 - 07.11.2023 16:00","2901","2901","n/e","1695","1695","n/e","3639","3639","n/e"
"07.11.2023 16:00 - 07.11.2023 16:15","2651","2651","n/e","1698","1698","n/e","3623","3623","n/e"
"07.11.2023 16:15 - 07.11.2023 16:30","2069","2069","n/e","1700","1700","n/e","3608","3608","n/e"
"07.11.2023 16:30 - 07.11.2023 16:45","1484","1484","n/e","1699","1699","n/e","3598","3598","n/e"
"07.11.2023 16:45 - 07.11.2023 17:00","904","904","n/e","1699","1699","n/e","3583","3583","n/e"
"07.11.2023 17:00 - 07.11.2023 17:15","319","319","n/e","1698","1698","n/e","3569","3569","n/e"
"07.11.2023 17:15 - 07.11.2023 17:30","238","238","n/e","1695","1695","n/e","3554","3554","n/e"
"07.11.2023 17:30 - 07.11.2023 17:45","160","160","n/e","1689","1689","n/e","3541","3541","n/e"
"07.11.2023 17:45 - 07.11.2023 18:00","78","78","n/e","1683","1683","n/e","3530","3530","n/e"
"07.11.2023 18:00 - 07.11.2023 18:15","0","0","n/e","1677","1677","n/e","3519","3519","n/e"
"07.11.2023 18:15 - 07.11.2023 18:30","0","0","n/e","1669","1669","n/e","3510","3510","n/e"
"07.11.2023 18:30 - 07.11.2023 18:45","0","0","n/e","1658","1658","n/e","3502","3502","n/e"
"07.11.2023 18:45 - 07.11.2023 19:00","0","0","n/e","1647","1647","n/e","3495","3495","n/e"
"07.11.2023 19:00 - 07.11.2023 19:15","0","0","n/e","1636","1636","n/e","3486","3486","n/e"
"07.11.2023 19:15 - 07.11.2023 19:30","0","0","n/e","1628","1628","n/e","3470","3470","n/e"
"07.11.2023 19:30 - 07.11.2023 19:45","0","0","n/e","1621","1621","n/e","3448","3448","n/e"
"07.11.2023 19:45 - 07.11.2023 20:00","0","0","n/e","1615","1615","n/e","3425","3425","n/e"
"07.11.2023 20:00 - 07.11.2023 20:15","0","0","n/e","1609","1609","n/e","3402","3402","n/e"
"07.11.2023 20:15 - 07.11.2023 20:30","0","0","n/e","1601","1601","n/e","3381","3381","n/e"
"07.11.2023 20:30 - 07.11.2023 20:45","0","0","n/e","1593","1593","n/e","3359","3359","n/e"
"07.11.2023 20:45 - 07.11.2023 21:00","0","0","n/e","1585","1585","n/e","3337","3337","n/e"
"07.11.2023 21:00 - 07.11.2023 21:15","0","0","n/e","1576","1576","n/e","3315","3315","n/e"
"07.11.2023 21:15 - 07.11.2023 21:30","0","0","n/e","1572","1572","n/e","3289","3289","n/e"
"07.11.2023 21:30 - 07.11.2023 21:45","0","0","n/e","1570","1570","n/e","3263","3263","n/e"
"07.11.2023 21:45 - 07.11.2023 22:00","0","0","n/e","1569","1569","n/e","3236","3236","n/e"
"07.11.2023 22:00 - 07.11.2023 22:15","0","0","n/e","1568","1568","n/e","3209","3209","n/e"
"07.11.2023 22:15 - 07.11.2023 22:30","0","0","n/e","1566","1566","n/e","3196","3196","n/e"
"07.11.2023 22:30 - 07.11.2023 22:45","0","0","n/e","1562","1562","n/e","3196","3196","n/e"
"07.11.2023 22:45 - 07.11.2023 23:00","0","0","n/e","1558","1558","n/e","3197","3197","n/e"
"07.11.2023 23:00 - 07.11.2023 23:15","0","0","n/e","1554","1554","n/e","3199","3199","n/e"
"07.11.2023 23:15 - 07.11.2023 23:30","0","0","n/e","1551","1551","n/e","3200","3200","n/e"
"07.11.2023 23:30 - 07.11.2023 23:45","0","0","n/e","1548","1548","n/e","3202","3202","n/e"
"07.11.2023 23:45 - 08.11.2023 00:00","0","0","n/e","1546","1546","n/e","3203","3203","n/e"
"08.11.2023 00:00 - 08.11.2023 00:15","0","0","n/e","1509","1509","n/e","3455","3455","n/e"
"08.11.2023 00:15 - 08.11.2023 00:30","0","0","n/e","1509","1509","n/e","3454","3454","n/e"
"08.11.2023 00:30 - 08.11.2023 00:45","0","0","n/e","1507","1507","n/e","3456","3456","n/e"
"08.11.2023 00:45 - 08.11.2023 01:00","0","0","n/e","1506","1506","n/e","3456","3456","n/e"
"08.11.2023 01:00 - 08.11.2023 01:15","0","0","n/e","1504","1504","n/e","3456","3456","n/e"
"08.11.2023 01:15 - 08.11.2023 01:30","0","0","n/e","1507","1507","n/e","3463","3463","n/e"
"08.11.2023 01:30 - 08.11.2023 01:45","0","0","n/e","1515","1515","n/e","3474","3474","n/e"
"08.11.2023 01:45 - 08.11.2023 02:00","0","0","n/e","1522","1522","n/e","3485","3485","n/e"
"08.11.2023 02:00 - 08.11.2023 02:15","0","0","n/e","1530","1530","n/e","3497","3497","n/e"
"08.11.2023 02:15 - 08.11.2023 02:30","0","0","n/e","1536","1536","n/e","3513","3513","n/e"
"08.11.2023 02:30 - 08.11.2023 02:45","0","0","n/e","1542","1542","n/e","3531","3531","n/e"
"08.11.2023 02:45 - 08.11.2023 03:00","0","0","n/e","1547","1547","n/e","3546","3546","n/e"
"08.11.2023 03:00 - 08.11.2023 03:15","0","0","n/e","1553","1553","n/e","3562","3562","n/e"
"08.11.2023 03:15 - 08.11.2023 03:30","0","0","n/e","1560","1560","n/e","3577","3577","n/e"
"08.11.2023 03:30 - 08.11.2023 03:45","0","0","n/e","1569","1569","n/e","3587","3587","n/e"
"08.11.2023 03:45 - 08.11.2023 04:00","0","0","n/e","1577","1577","n/e","3596","3596","n/e"
"08.11.2023 04:00 - 08.11.2023 04:15","0","0","n/e","1585","1585","n/e","3607","3607","n/e"
"08.11.2023 04:15 - 08.11.2023 04:30","0","0","n/e","1588","1588","n/e","3603","3603","n/e"
"08.11.2023 04:30 - 08.11.2023 04:45","0","0","n/e","1586","1586","n/e","3589","3589","n/e"
"08.11.2023 04:45 - 08.11.2023 05:00","0","0","n/e","1584","1584","n/e","3573","3573","n/e"
"08.11.2023 05:00 - 08.11.2023 05:15","0","0","n/e","1582","1582","n/e","3555","3555","n/e"
"08.11.2023 05:15 - 08.11.2023 05:30","0","0","n/e","1579","1579","n/e","3543","3543","n/e"
"08.11.2023 05:30 - 08.11.2023 05:45","0","0","n/e","1576","1576","n/e","3535","3535","n/e"
"08.11.2023 05:45 - 08.11.2023 06:00","0","0","n/e","1573","1573","n/e","3527","3527","n/e"
"08.11.2023 06:00 - 08.11.2023 06:15","0","0","n/e","1570","1570","n/e","3518","3518","n/e"
"08.11.2023 06:15 - 08.11.2023 06:30","0","0","n/e","1567","1567","n/e","3513","3513","n/e"
"08.11.2023 06:30 - 08.11.2023 06:45","0","0","n/e","1564","1564","n/e","3507","3507","n/e"
"08.11.2023 06:45 - 08.11.2023 07:00","0","0","n/e","1561","1561","n/e","3502","3502","n/e"
"08.11.2023 07:00 - 08.11.2023 07:15","0","0","n/e","1558","1558","n/e","3496","3496","n/e"
"08.11.2023 07:15 - 08.11.2023 07:30","0","0","n/e","1563","1563","n/e","3502","3502","n/e"
"08.11.2023 07:30 - 08.11.2023 07:45","0","0","n/e","1575","1575","n/e","3520","3520","n/e"
"08.11.2023 07:45 - 08.11.2023 08:00","0","0","n/e","1587","1587","n/e","3541","3541","n/e"
"08.11.2023 08:00 - 08.11.2023 08:15","0","0","n/e","1599","1599","n/e","3562","3562","n/e"
"08.11.2023 08:15 - 08.11.2023 08:30","132","132","n/e","1612","1612","n/e","3579","3579","n/e"
"08.11.2023 08:30 - 08.11.2023 08:45","263","263","n/e","1626","1626","n/e","3598","3598","n/e"
"08.11.2023 08:45 - 08.11.2023 09:00","393","393","n/e","1639","1639","n/e","3620","3620","n/e"
"08.11.2023 09:00 - 08.11.2023 09:15","524","524","n/e","1653","1653","n/e","3638","3638","n/e"
"08.11.2023 09:15 - 08.11.2023 09:30","962","962","n/e","1663","1663","n/e","3660","3660","n/e"
"08.11.2023 09:30 - 08.11.2023 09:45","1398","1398","n/e","1668","1668","n/e","3684","3684","n/e"
"08.11.2023 09:45 - 08.11.2023 10:00","1837","1837","n/e","1673","1673","n/e","3707","3707","n/e"
"08.11.2023 10:00 - 08.11.2023 10:15","2274","2274","n/e","1678","1678","n/e","3732","3732","n/e"
"08.11.2023 10:15 - 08.11.2023 10:30","2473","2473","n/e","1681","1681","n/e","3749","3749","n/e"
"08.11.2023 10:30 - 08.11.2023 10:45","2672","2672","n/e","1680","1680","n/e","3760","3760","n/e"
"08.11.2023 10:45 - 08.11.2023 11:00","2873","2873","n/e","1679","1679","n/e","3774","3774","n/e"
"08.11.2023 11:00 - 08.11.2023 11:15","3070","3070","n/e","1679","1679","n/e","3784","3784","n/e"
"08.11.2023 11:15 - 08.11.2023 11:30","3195","3195","n/e","1679","1679","n/e","3800","3800","n/e"
"08.11.2023 11:30 - 08.11.2023 11:45","3323","3323","n/e","1679","1679","n/e","3820","3820","n/e"
"08.11.2023 11:45 - 08.11.2023 12:00","3448","3448","n/e","1679","1679","n/e","3838","3838","n/e"
"08.11.2023 12:00 - 08.11.2023 12:15","3573","3573","n/e","1679","1679","n/e","3858","3858","n/e"
"08.11.2023 12:15 - 08.11.2023 12:30","3611","3611","n/e","1681","1681","n/e","3869","3869","n/e"
"08.11.2023 12:30 - 08.11.2023 12:45","3648","3648","n/e","1684","1684","n/e","3872","3872","n/e"
"08.11.2023 12:45 - 08.11.2023 13:00","3685","3685","n/e","1687","1687","n/e","3875","3875","n/e"
"08.11.2023 13:00 - 08.11.2023 13:15","3719","3719","n/e","1690","1690","n/e","3877","3877","n/e"
"08.11.2023 13:15 - 08.11.2023 13:30","3274","3274","n/e","1698","1698","n/e","3936","3936","n/e"
"08.11.2023 13:30 - 08.11.2023 13:45","2828","2828","n/e","1709","1709","n/e","4060","4060","n/e"
"08.11.2023 13:45 - 08.11.2023 14:00","2381","2381","n/e","1721","1721","n/e","4181","4181","n/e"
"08.11.2023 14:00 - 08.11.2023 14:15","1936","1936","n/e","1733","1733","n/e","4303","4303","n/e"
"08.11.2023 14:15 - 08.11.2023 14:30","1845","1845","n/e","1741","1741","n/e","4415","4415","n/e"
"08.11.2023 14:30 - 08.11.2023 14:45","1755","1755","n/e","1745","1745","n/e","4519","4519","n/e"
"08.11.2023 14:45 - 08.11.2023 15:00","1665","1665","n/e","1749","1749","n/e","4622","4622","n/e"
"08.11.2023 15:00 - 08.11.2023 15:15","1576","1576","n/e","1753","1753","n/e","4726","4726","n/e"
"08.11.2023 15:15 - 08.11.2023 15:30","1446","1446","n/e","1753","1753","n/e","4820","4820","n/e"
"08.11.2023 15:30 - 08.11.2023 15:45","1319","1319","n/e","1750","1750","n/e","4907","4907","n/e"
"08.11.2023 15:45 - 08.11.2023 16:00","1191","1191","n/e","1747","1747","n/e","4992","4992","n/e"
"08.11.2023 16:00 - 08.11.2023 16:15","1061","1061","n/e","1744","1744","n/e","5077","5077","n/e"
"08.11.2023 16:15 - 08.11.2023 16:30","826","826","n/e","1743","1743","n/e","5131","5131","n/e"
"08.11.2023 16:30 - 08.11.2023 16:45","588","588","n/e","1744","1744","n/e","5151","5151","n/e"
"08.11.2023 16:45 - 08.11.2023 17:00","351","351","n/e","1745","1745","n/e","5173","5173","n/e"
"08.11.2023 17:00 - 08.11.2023 17:15","115","115","n/e","1746","1746","n/e","5195","5195","n/e"
"08.11.2023 17:15 - 08.11.2023 17:30","84","84","n/e","1746","1746","n/e","5213","5213","n/e"
"08.11.2023 17:30 - 08.11.2023 17:45","57","57","n/e","1746","1746","n/e","5224","5224","n/e"
"08.11.2023 17:45 - 08.11.2023 18:00","28","28","n/e","1746","1746","n/e","5238","5238","n/e"
"08.11.2023 18:00 - 08.11.2023 18:15","0","0","n/e","1747","1747","n/e","5249","5249","n/e"
"08.11.2023 18:15 - 08.11.2023 18:30","0","0","n/e","1747","1747","n/e","5263","5263","n/e"
"08.11.2023 18:30 - 08.11.2023 18:45","0","0","n/e","1747","1747","n/e","5277","5277","n/e"
"08.11.2023 18:45 - 08.11.2023 19:00","0","0","n/e","1747","1747","n/e","5287","5287","n/e"
"08.11.2023 19:00 - 08.11.2023 19:15","0","0","n/e","1747","1747","n/e","5299","5299","n/e"
"08.11.2023 19:15 - 08.11.2023 19:30","0","0","n/e","1748","1748","n/e","5292","5292","n/e"
"08.11.2023 19:30 - 08.11.2023 19:45","0","0","n/e","1748","1748","n/e","5265","5265","n/e"
"08.11.2023 19:45 - 08.11.2023 20:00","0","0","n/e","1749","1749","n/e","5237","5237","n/e"
"08.11.2023 20:00 - 08.11.2023 20:15","0","0","n/e","1750","1750","n/e","5210","5210","n/e"
"08.11.2023 20:15 - 08.11.2023 20:30","0","0","n/e","1750","1750","n/e","5179","5179","n/e"
"08.11.2023 20:30 - 08.11.2023 20:45","0","0","n/e","1750","1750","n/e","5145","5145","n/e"
"08.11.2023 20:45 - 08.11.2023 21:00","0","0","n/e","1751","1751","n/e","5111","5111","n/e"
"08.11.2023 21:00 - 08.11.2023 21:15","0","0","n/e","1751","1751","n/e","5078","5078","n/e"
"08.11.2023 21:15 - 08.11.2023 21:30","0","0","n/e","1752","1752","n/e","5038","5038","n/e"
"08.11.2023 21:30 - 08.11.2023 21:45","0","0","n/e","1752","1752","n/e","4997","4997","n/e"
"08.11.2023 21:45 - 08.11.2023 22:00","0","0","n/e","1752","1752","n/e","4954","4954","n/e"
"08.11.2023 22:00 - 08.11.2023 22:15","0","0","n/e","1753","1753","n/e","4912","4912","n/e"
"08.11.2023 22:15 - 08.11.2023 22:30","0","0","n/e","1749","1749","n/e","4826","4826","n/e"
"08.11.2023 22:30 - 08.11.2023 22:45","0","0","n/e","1741","1741","n/e","4693","4693","n/e"
"08.11.2023 22:45 - 08.11.2023 23:00","0","0","n/e","1734","1734","n/e","4563","4563","n/e"
"08.11.2023 23:00 - 08.11.2023 23:15","0","0","n/e","1726","1726","n/e","4429","4429","n/e"
"08.11.2023 23:15 - 08.11.2023 23:30","0","0","n/e","1698","1698","n/e","4285","4285","n/e"
